properties.ObjectId,properties.StopID,properties.PID,properties.actionTakenDuringStop,properties.personSearchConsentGiven,properties.propertySearchConsentGiven
47739,42859,1,None,NULL,NULL
47740,42860,1,None,NULL,NULL
47741,42861,1,None,NULL,NULL
47742,42862,1,None,NULL,NULL
47743,42863,1,None,NULL,NULL
47744,42863,2,Asked for consent to search person,TRUE,NULL
47745,42863,2,Handcuffed or flex cuffed,NULL,NULL
47746,42863,3,Asked for consent to search person,TRUE,NULL
47747,42863,3,Handcuffed or flex cuffed,NULL,NULL
47748,42863,4,Asked for consent to search person,TRUE,NULL
47749,42863,4,Handcuffed or flex cuffed,NULL,NULL
47750,42863,5,Asked for consent to search person,TRUE,NULL
47751,42863,5,Handcuffed or flex cuffed,NULL,NULL
47752,42864,1,None,NULL,NULL
47753,42865,1,None,NULL,NULL
47754,42866,1,Curbside detention,NULL,NULL
47755,42866,1,Search of person was conducted,NULL,NULL
47756,42867,1,None,NULL,NULL
47757,42868,1,Asked for consent to search person,TRUE,NULL
47758,42692,1,None,NULL,NULL
47759,42652,1,None,NULL,NULL
47760,42798,1,None,NULL,NULL
47761,42762,1,Person removed from vehicle by physical contact,NULL,NULL
47762,42820,1,None,NULL,NULL
47763,42731,1,Handcuffed or flex cuffed,NULL,NULL
47764,42884,3,None,NULL,NULL
47765,42693,1,None,NULL,NULL
47766,42799,1,None,NULL,NULL
47767,42762,1,Search of person was conducted,NULL,NULL
47768,42821,1,Curbside detention,NULL,NULL
47769,42731,1,Search of person was conducted,NULL,NULL
47770,42884,4,None,NULL,NULL
47771,42694,1,None,NULL,NULL
47772,42800,1,None,NULL,NULL
47773,42762,2,Person removed from vehicle by order,NULL,NULL
47774,42821,1,Search of person was conducted,NULL,NULL
47775,42732,1,None,NULL,NULL
47776,42885,1,None,NULL,NULL
47777,42695,1,None,NULL,NULL
47778,42801,1,None,NULL,NULL
47779,42762,2,Search of person was conducted,NULL,NULL
47780,42822,1,Curbside detention,NULL,NULL
47781,42733,1,None,NULL,NULL
47782,42885,2,None,NULL,NULL
47783,42696,1,None,NULL,NULL
47784,42802,1,None,NULL,NULL
47785,42762,3,Person removed from vehicle by order,NULL,NULL
47786,42822,1,Search of person was conducted,NULL,NULL
47787,42653,1,None,NULL,NULL
47788,42734,1,None,NULL,NULL
47789,42886,1,None,NULL,NULL
47790,42697,1,Curbside detention,NULL,NULL
47791,42803,1,Curbside detention,NULL,NULL
47792,42762,3,Search of person was conducted,NULL,NULL
47793,42822,1,Search of property was conducted,NULL,NULL
47794,42654,1,None,NULL,NULL
47795,42735,1,Curbside detention,NULL,NULL
47796,42887,1,None,NULL,NULL
47797,42697,1,Person removed from vehicle by order,NULL,NULL
47798,42803,1,Person removed from vehicle by physical contact,NULL,NULL
47799,42763,1,None,NULL,NULL
47800,42823,1,None,NULL,NULL
47801,42655,1,None,NULL,NULL
47802,42735,1,Handcuffed or flex cuffed,NULL,NULL
47803,42888,1,None,NULL,NULL
47804,42697,1,Person removed from vehicle by physical contact,NULL,NULL
47805,42803,1,Search of person was conducted,NULL,NULL
47806,42764,1,None,NULL,NULL
47807,42824,1,None,NULL,NULL
47808,42656,1,None,NULL,NULL
47809,42735,1,Search of person was conducted,NULL,NULL
47810,42889,1,None,NULL,NULL
47811,42697,1,Search of person was conducted,NULL,NULL
47812,42803,1,Search of property was conducted,NULL,NULL
47813,42765,1,Curbside detention,NULL,NULL
47814,42825,1,None,NULL,NULL
47815,42657,1,None,NULL,NULL
47816,42735,2,Handcuffed or flex cuffed,NULL,NULL
47817,42890,1,None,NULL,NULL
47818,42697,1,Search of property was conducted,NULL,NULL
47819,42804,1,None,NULL,NULL
47820,42765,1,Handcuffed or flex cuffed,NULL,NULL
47821,42826,1,Curbside detention,NULL,NULL
47822,42658,1,None,NULL,NULL
47823,42735,2,Patrol car detention,NULL,NULL
47824,42890,2,None,NULL,NULL
47825,42805,1,Curbside detention,NULL,NULL
47826,42698,1,None,NULL,NULL
47827,42891,1,Firearm pointed at person,NULL,NULL
47828,42805,1,Person removed from vehicle by physical contact,NULL,NULL
47829,42826,1,Search of person was conducted,NULL,NULL
47830,42765,1,Search of person was conducted,NULL,NULL
47831,42735,2,Search of property was conducted,NULL,NULL
47832,42891,1,Handcuffed or flex cuffed,NULL,NULL
47833,42805,1,Search of person was conducted,NULL,NULL
47834,42826,1,Search of property was conducted,NULL,NULL
47835,42699,1,None,NULL,NULL
47836,42766,1,None,NULL,NULL
47837,42659,1,None,NULL,NULL
47838,42827,1,None,NULL,NULL
47839,42700,1,Curbside detention,NULL,NULL
47840,42736,1,Handcuffed or flex cuffed,NULL,NULL
47841,42767,1,Curbside detention,NULL,NULL
47842,42805,1,Search of property was conducted,NULL,NULL
47843,42891,1,Patrol car detention,NULL,NULL
47844,42660,1,Curbside detention,NULL,NULL
47845,42828,1,Asked for consent to search person,TRUE,NULL
47846,42700,1,Handcuffed or flex cuffed,NULL,NULL
47847,42736,1,Search of person was conducted,NULL,NULL
47848,42767,1,Person removed from vehicle by order,NULL,NULL
47849,42805,2,Curbside detention,NULL,NULL
47850,42891,1,Search of person was conducted,NULL,NULL
47851,42661,1,None,NULL,NULL
47852,42828,1,Curbside detention,NULL,NULL
47853,42700,1,Property was seized,NULL,NULL
47854,42737,1,None,NULL,NULL
47855,42767,1,Search of person was conducted,NULL,NULL
47856,42805,2,Person removed from vehicle by order,NULL,NULL
47857,42891,1,Search of property was conducted,NULL,NULL
47858,42662,1,None,NULL,NULL
47859,42828,1,Search of person was conducted,NULL,NULL
47860,42700,1,Search of person was conducted,NULL,NULL
47861,42738,1,None,NULL,NULL
47862,42767,1,Search of property was conducted,NULL,NULL
47863,42805,2,Search of person was conducted,NULL,NULL
47864,42892,1,None,NULL,NULL
47865,42663,1,None,NULL,NULL
47866,42829,1,None,NULL,NULL
47867,42701,1,Asked for consent to search person,TRUE,NULL
47868,42739,1,None,NULL,NULL
47869,42768,1,None,NULL,NULL
47870,42806,1,Patrol car detention,NULL,NULL
47871,42893,1,Patrol car detention,NULL,NULL
47872,42664,1,None,NULL,NULL
47873,42830,1,Curbside detention,NULL,NULL
47874,42702,1,None,NULL,NULL
47875,42740,1,None,NULL,NULL
47876,42769,1,Asked for consent to search person,TRUE,NULL
47877,42806,1,Search of person was conducted,NULL,NULL
47878,42893,1,Search of person was conducted,NULL,NULL
47879,42664,2,None,NULL,NULL
47880,42830,1,Handcuffed or flex cuffed,NULL,NULL
47881,42703,1,None,NULL,NULL
47882,42741,1,None,NULL,NULL
47883,42769,1,Curbside detention,NULL,NULL
47884,42807,1,None,NULL,NULL
47885,42893,2,Asked for consent to search person,TRUE,NULL
47886,42665,1,None,NULL,NULL
47887,42830,1,Search of person was conducted,NULL,NULL
47888,42704,1,None,NULL,NULL
47889,42742,1,None,NULL,NULL
47890,42769,1,Search of person was conducted,NULL,NULL
47891,42893,2,Curbside detention,NULL,NULL
47892,42666,1,None,NULL,NULL
47893,42830,1,Search of property was conducted,NULL,NULL
47894,42705,1,None,NULL,NULL
47895,42743,1,None,NULL,NULL
47896,42769,1,Search of property was conducted,NULL,NULL
47897,42894,1,Asked for consent to search person,TRUE,NULL
47898,42667,1,None,NULL,NULL
47899,42831,1,Physical or Vehicle contact,NULL,NULL
47900,42706,1,None,NULL,NULL
47901,42744,1,None,NULL,NULL
47902,42770,1,None,NULL,NULL
47903,42894,1,Patrol car detention,NULL,NULL
47904,42668,1,None,NULL,NULL
47905,42832,1,None,NULL,NULL
47906,42707,1,None,NULL,NULL
47907,42745,1,Asked for consent to search person,TRUE,NULL
47908,42771,1,None,NULL,NULL
47909,42772,1,None,NULL,NULL
47910,42773,1,Patrol car detention,NULL,NULL
47911,42773,2,Patrol car detention,NULL,NULL
47912,42774,1,None,NULL,NULL
47913,42775,1,Curbside detention,NULL,NULL
47914,42775,1,Person removed from vehicle by order,NULL,NULL
47915,42775,1,Person removed from vehicle by physical contact,NULL,NULL
47916,42775,1,Search of property was conducted,NULL,NULL
47917,42776,1,Handcuffed or flex cuffed,NULL,NULL
47918,42776,1,Patrol car detention,NULL,NULL
47919,42776,1,Search of person was conducted,NULL,NULL
47920,42777,1,None,NULL,NULL
47921,42778,1,Curbside detention,NULL,NULL
47922,42778,1,Search of person was conducted,NULL,NULL
47923,42895,1,None,NULL,NULL
47924,42833,1,Curbside detention,NULL,NULL
47925,42708,1,None,NULL,NULL
47926,42745,1,Person removed from vehicle by order,NULL,NULL
47927,42669,1,None,NULL,NULL
47928,42833,2,Curbside detention,NULL,NULL
47929,42709,1,None,NULL,NULL
47930,42746,1,None,NULL,NULL
47931,42670,1,Asked for consent to search person,TRUE,NULL
47932,42834,1,Curbside detention,NULL,NULL
47933,42710,1,Handcuffed or flex cuffed,NULL,NULL
47934,42747,1,Handcuffed or flex cuffed,NULL,NULL
47935,42670,1,Handcuffed or flex cuffed,NULL,NULL
47936,42835,1,Asked for consent to search person,TRUE,NULL
47937,42710,1,Search of person was conducted,NULL,NULL
47938,42747,1,Patrol car detention,NULL,NULL
47939,42671,1,None,NULL,NULL
47940,42835,1,Curbside detention,NULL,NULL
47941,42711,1,None,NULL,NULL
47942,42748,1,None,NULL,NULL
47943,42672,1,Asked for consent to search person,TRUE,NULL
47944,42836,1,Patrol car detention,NULL,NULL
47945,42712,1,Curbside detention,NULL,NULL
47946,42749,1,None,NULL,NULL
47947,42672,1,Handcuffed or flex cuffed,NULL,NULL
47948,42836,1,Search of person was conducted,NULL,NULL
47949,42712,1,Person removed from vehicle by order,NULL,NULL
47950,42750,1,None,NULL,NULL
47951,42673,1,None,NULL,NULL
47952,42713,1,Handcuffed or flex cuffed,NULL,NULL
47953,42751,1,None,NULL,NULL
47954,42674,1,Asked for consent to search person,TRUE,NULL
47955,42713,1,Search of person was conducted,NULL,NULL
47956,42752,1,None,NULL,NULL
47957,42674,1,Asked for consent to search property,NULL,TRUE
47958,42714,1,None,NULL,NULL
47959,42753,1,Handcuffed or flex cuffed,NULL,NULL
47960,42674,1,Person removed from vehicle by order,NULL,NULL
47961,42715,1,None,NULL,NULL
47962,42753,1,Patrol car detention,NULL,NULL
47963,42675,1,Asked for consent to search person,TRUE,NULL
47964,42716,1,Curbside detention,NULL,NULL
47965,42675,1,Asked for consent to search property,NULL,TRUE
47966,42716,1,Search of person was conducted,NULL,NULL
47967,42676,1,None,NULL,NULL
47968,42717,1,Handcuffed or flex cuffed,NULL,NULL
47969,42677,1,None,NULL,NULL
47970,42717,1,Patrol car detention,NULL,NULL
47971,42678,1,None,NULL,NULL
47972,42717,1,Property was seized,NULL,NULL
47973,42679,1,Asked for consent to search property,NULL,TRUE
47974,42717,1,Search of person was conducted,NULL,NULL
47975,42679,1,Curbside detention,NULL,NULL
47976,42718,1,Patrol car detention,NULL,NULL
47977,42679,1,Search of person was conducted,NULL,NULL
47978,42718,1,Person removed from vehicle by order,NULL,NULL
47979,42680,1,Patrol car detention,NULL,NULL
47980,42718,1,Search of person was conducted,NULL,NULL
47981,42718,1,Search of property was conducted,NULL,NULL
47982,42681,1,Curbside detention,NULL,NULL
47983,42719,1,None,NULL,NULL
47984,42681,1,Search of person was conducted,NULL,NULL
47985,42720,1,None,NULL,NULL
47986,42682,1,None,NULL,NULL
47987,42683,1,None,NULL,NULL
47988,42684,1,None,NULL,NULL
47989,42685,1,None,NULL,NULL
47990,42686,1,None,NULL,NULL
47991,42687,1,Curbside detention,NULL,NULL
47992,42687,1,Search of person was conducted,NULL,NULL
47993,42688,1,None,NULL,NULL
47994,42689,1,None,NULL,NULL
47995,42690,1,None,NULL,NULL
47996,42691,1,None,NULL,NULL
47997,42721,1,Handcuffed or flex cuffed,NULL,NULL
47998,42721,1,Patrol car detention,NULL,NULL
47999,42721,1,Search of person was conducted,NULL,NULL
48000,42722,1,None,NULL,NULL
48001,42993,1,Search of person was conducted,NULL,NULL
48002,42896,1,Handcuffed or flex cuffed,NULL,NULL
48003,42993,1,Search of property was conducted,NULL,NULL
48004,43111,1,None,NULL,NULL
48005,42896,1,Patrol car detention,NULL,NULL
48006,42994,1,Curbside detention,NULL,NULL
48007,43112,1,Curbside detention,NULL,NULL
48008,43055,1,None,NULL,NULL
48009,42896,1,Search of person was conducted,NULL,NULL
48010,42994,1,Person removed from vehicle by order,NULL,NULL
48011,43084,1,Curbside detention,NULL,NULL
48012,43112,1,Search of person was conducted,NULL,NULL
48013,43056,1,Curbside detention,NULL,NULL
48014,42897,1,Handcuffed or flex cuffed,NULL,NULL
48015,42994,2,Curbside detention,NULL,NULL
48016,43084,1,Patrol car detention,NULL,NULL
48017,43113,1,None,NULL,NULL
48018,43057,1,None,NULL,NULL
48019,42897,1,Patrol car detention,NULL,NULL
48020,42994,2,Person removed from vehicle by order,NULL,NULL
48021,43085,1,None,NULL,NULL
48022,43114,1,Handcuffed or flex cuffed,NULL,NULL
48023,43059,1,Curbside detention,NULL,NULL
48024,42898,1,None,NULL,NULL
48025,42995,1,Patrol car detention,NULL,NULL
48026,43086,1,None,NULL,NULL
48027,43114,1,Search of person was conducted,NULL,NULL
48028,43059,1,Search of person was conducted,NULL,NULL
48029,42899,1,Handcuffed or flex cuffed,NULL,NULL
48030,42996,1,None,NULL,NULL
48031,43087,1,None,NULL,NULL
48032,43115,1,None,NULL,NULL
48033,43060,1,Curbside detention,NULL,NULL
48034,42900,1,None,NULL,NULL
48035,42997,1,None,NULL,NULL
48036,43088,1,None,NULL,NULL
48037,43116,1,None,NULL,NULL
48038,43061,1,Asked for consent to search person,TRUE,NULL
48039,42901,1,Handcuffed or flex cuffed,NULL,NULL
48040,42998,1,None,NULL,NULL
48041,43089,1,None,NULL,NULL
48042,43117,1,None,NULL,NULL
48043,43061,1,Curbside detention,NULL,NULL
48044,42902,1,Asked for consent to search person,TRUE,NULL
48045,42999,1,None,NULL,NULL
48046,43090,1,None,NULL,NULL
48047,43118,1,Curbside detention,NULL,NULL
48048,43062,1,None,NULL,NULL
48049,42902,1,Handcuffed or flex cuffed,NULL,NULL
48050,43000,1,None,NULL,NULL
48051,43091,1,None,NULL,NULL
48052,43119,1,None,NULL,NULL
48053,43022,1,Property was seized,NULL,NULL
48054,43063,1,None,NULL,NULL
48055,42902,1,Property was seized,NULL,NULL
48056,43001,1,None,NULL,NULL
48057,43093,1,None,NULL,NULL
48058,43119,2,Curbside detention,NULL,NULL
48059,43022,1,Search of person was conducted,NULL,NULL
48060,43064,1,None,NULL,NULL
48061,42903,1,Handcuffed or flex cuffed,NULL,NULL
48062,43002,1,None,NULL,NULL
48063,43094,1,None,NULL,NULL
48064,43119,2,Search of person was conducted,NULL,NULL
48065,42928,1,Handcuffed or flex cuffed,NULL,NULL
48066,43023,1,None,NULL,NULL
48067,43065,1,None,NULL,NULL
48068,42903,1,Search of person was conducted,NULL,NULL
48069,43003,1,None,NULL,NULL
48070,43095,1,Curbside detention,NULL,NULL
48071,43119,3,Curbside detention,NULL,NULL
48072,42928,1,Patrol car detention,NULL,NULL
48073,43024,1,Asked for consent to search person,TRUE,NULL
48074,43066,1,None,NULL,NULL
48075,42904,1,None,NULL,NULL
48076,43004,1,None,NULL,NULL
48077,43096,1,Curbside detention,NULL,NULL
48078,43119,3,Search of person was conducted,NULL,NULL
48079,42928,1,Search of person was conducted,NULL,NULL
48080,43024,1,Curbside detention,NULL,NULL
48081,43067,1,None,NULL,NULL
48082,42905,1,None,NULL,NULL
48083,43005,1,Asked for consent to search person,TRUE,NULL
48084,43005,1,Handcuffed or flex cuffed,NULL,NULL
48085,43005,1,Patrol car detention,NULL,NULL
48086,43005,1,Search of person was conducted,NULL,NULL
48087,43006,1,Asked for consent to search person,TRUE,NULL
48088,43006,1,Asked for consent to search property,NULL,TRUE
48089,43006,1,Curbside detention,NULL,NULL
48090,43006,1,Handcuffed or flex cuffed,NULL,NULL
48091,43006,1,Search of person was conducted,NULL,NULL
48092,43006,1,Search of property was conducted,NULL,NULL
48093,43007,1,None,NULL,NULL
48094,43008,1,None,NULL,NULL
48095,43009,1,None,NULL,NULL
48096,43010,1,None,NULL,NULL
48097,43011,1,None,NULL,NULL
48098,43012,1,Handcuffed or flex cuffed,NULL,NULL
48099,43012,1,Property was seized,NULL,NULL
48100,43012,1,Search of person was conducted,NULL,NULL
48101,43013,1,None,NULL,NULL
48102,43014,1,Asked for consent to search person,TRUE,NULL
48103,43014,1,Curbside detention,NULL,NULL
48104,43015,1,Patrol car detention,NULL,NULL
48105,43015,1,Search of person was conducted,NULL,NULL
48106,43016,1,None,NULL,NULL
48107,43017,1,Curbside detention,NULL,NULL
48108,43017,1,Search of person was conducted,NULL,NULL
48109,43017,1,Search of property was conducted,NULL,NULL
48110,43018,1,Curbside detention,NULL,NULL
48111,43018,1,Search of person was conducted,NULL,NULL
48112,43018,1,Search of property was conducted,NULL,NULL
48113,43019,1,None,NULL,NULL
48114,43020,1,None,NULL,NULL
48115,43021,1,None,NULL,NULL
48116,43022,1,Patrol car detention,NULL,NULL
48117,42964,1,Asked for consent to search person,TRUE,NULL
48118,43097,1,None,NULL,NULL
48119,43068,1,None,NULL,NULL
48120,43024,1,Search of person was conducted,NULL,NULL
48121,42906,1,Curbside detention,NULL,NULL
48122,42929,1,None,NULL,NULL
48123,43098,1,None,NULL,NULL
48124,43069,1,None,NULL,NULL
48125,43025,1,None,NULL,NULL
48126,42906,1,Property was seized,NULL,NULL
48127,42930,1,Asked for consent to search person,TRUE,NULL
48128,43099,1,None,NULL,NULL
48129,43070,1,Curbside detention,NULL,NULL
48130,43026,1,None,NULL,NULL
48131,42906,1,Search of person was conducted,NULL,NULL
48132,42930,1,Search of person was conducted,NULL,NULL
48133,43100,1,None,NULL,NULL
48134,43070,1,Person removed from vehicle by order,NULL,NULL
48135,43027,1,Asked for consent to search person,TRUE,NULL
48136,42907,1,Curbside detention,NULL,NULL
48137,42931,1,None,NULL,NULL
48138,43101,1,Person removed from vehicle by order,NULL,NULL
48139,43070,2,Curbside detention,NULL,NULL
48140,43027,1,Handcuffed or flex cuffed,NULL,NULL
48141,42907,1,Search of person was conducted,NULL,NULL
48142,42932,1,None,NULL,NULL
48143,43101,1,Person removed from vehicle by physical contact,NULL,NULL
48144,43070,2,Person removed from vehicle by order,NULL,NULL
48145,43028,1,Curbside detention,NULL,NULL
48146,42907,1,Search of property was conducted,NULL,NULL
48147,42933,1,None,NULL,NULL
48148,43101,1,Search of property was conducted,NULL,NULL
48149,43071,1,Electronic control device used,NULL,NULL
48150,43029,1,None,NULL,NULL
48151,42908,1,None,NULL,NULL
48152,42934,1,None,NULL,NULL
48153,43102,1,Curbside detention,NULL,NULL
48154,43071,1,Firearm pointed at person,NULL,NULL
48155,43030,1,None,NULL,NULL
48156,42909,1,None,NULL,NULL
48157,42935,1,None,NULL,NULL
48158,43103,1,Curbside detention,NULL,NULL
48159,43071,1,Handcuffed or flex cuffed,NULL,NULL
48160,43031,1,None,NULL,NULL
48161,42910,1,None,NULL,NULL
48162,42936,1,None,NULL,NULL
48163,43103,1,Field sobriety test conducted,NULL,NULL
48164,43071,1,Property was seized,NULL,NULL
48165,43032,1,None,NULL,NULL
48166,42911,1,None,NULL,NULL
48167,42937,1,None,NULL,NULL
48168,43033,1,Patrol car detention,NULL,NULL
48169,43103,1,Handcuffed or flex cuffed,NULL,NULL
48170,42938,1,Curbside detention,NULL,NULL
48171,43119,4,Curbside detention,NULL,NULL
48172,43034,1,None,NULL,NULL
48173,42912,1,None,NULL,NULL
48174,43119,4,Search of person was conducted,NULL,NULL
48175,43103,1,Property was seized,NULL,NULL
48176,42939,1,Asked for consent to search person,TRUE,NULL
48177,43035,1,None,NULL,NULL
48178,43071,1,Search of person was conducted,NULL,NULL
48179,43036,1,None,NULL,NULL
48180,43103,1,Search of person was conducted,NULL,NULL
48181,42913,1,None,NULL,NULL
48182,43120,1,Curbside detention,NULL,NULL
48183,42939,1,Curbside detention,NULL,NULL
48184,42964,1,Patrol car detention,NULL,NULL
48185,42914,1,None,NULL,NULL
48186,42939,1,Handcuffed or flex cuffed,NULL,NULL
48187,43071,1,Search of property was conducted,NULL,NULL
48188,43104,1,Curbside detention,NULL,NULL
48189,43120,1,Handcuffed or flex cuffed,NULL,NULL
48190,43037,1,None,NULL,NULL
48191,42965,1,None,NULL,NULL
48192,42915,1,None,NULL,NULL
48193,42940,1,None,NULL,NULL
48194,43071,1,Vehicle impounded,NULL,NULL
48195,43105,1,None,NULL,NULL
48196,43120,1,Patrol car detention,NULL,NULL
48197,43038,1,Curbside detention,NULL,NULL
48198,42966,1,None,NULL,NULL
48199,42916,1,Asked for consent to search person,TRUE,NULL
48200,42941,1,None,NULL,NULL
48201,43072,1,None,NULL,NULL
48202,43106,1,Curbside detention,NULL,NULL
48203,43121,1,Asked for consent to search person,TRUE,NULL
48204,43038,1,Search of person was conducted,NULL,NULL
48205,42967,1,None,NULL,NULL
48206,42916,1,Curbside detention,NULL,NULL
48207,42942,1,None,NULL,NULL
48208,43073,1,Handcuffed or flex cuffed,NULL,NULL
48209,43106,1,Handcuffed or flex cuffed,NULL,NULL
48210,43121,1,Search of person was conducted,NULL,NULL
48211,43039,1,None,NULL,NULL
48212,42968,1,Curbside detention,NULL,NULL
48213,42916,1,Search of person was conducted,NULL,NULL
48214,42943,1,None,NULL,NULL
48215,43073,1,Search of person was conducted,NULL,NULL
48216,43106,1,Search of person was conducted,NULL,NULL
48217,43122,1,None,NULL,NULL
48218,43040,1,None,NULL,NULL
48219,42968,1,Search of property was conducted,NULL,NULL
48220,42917,1,None,NULL,NULL
48221,42944,1,None,NULL,NULL
48222,43074,1,None,NULL,NULL
48223,43106,2,Curbside detention,NULL,NULL
48224,43123,1,Curbside detention,NULL,NULL
48225,43041,1,None,NULL,NULL
48226,42969,1,None,NULL,NULL
48227,42918,1,None,NULL,NULL
48228,42945,1,None,NULL,NULL
48229,43075,1,Curbside detention,NULL,NULL
48230,43106,2,Handcuffed or flex cuffed,NULL,NULL
48231,43123,2,Curbside detention,NULL,NULL
48232,43042,1,Curbside detention,NULL,NULL
48233,42970,1,None,NULL,NULL
48234,42919,1,None,NULL,NULL
48235,42946,1,None,NULL,NULL
48236,43075,1,Search of person was conducted,NULL,NULL
48237,43106,2,Search of person was conducted,NULL,NULL
48238,43124,1,None,NULL,NULL
48239,43042,1,Search of person was conducted,NULL,NULL
48240,42971,1,Asked for consent to search person,TRUE,NULL
48241,42920,1,None,NULL,NULL
48242,42946,2,None,NULL,NULL
48243,43076,1,Curbside detention,NULL,NULL
48244,43106,3,Curbside detention,NULL,NULL
48245,43125,1,Asked for consent to search person,TRUE,NULL
48246,43043,1,Patrol car detention,NULL,NULL
48247,42971,1,Patrol car detention,NULL,NULL
48248,42921,1,None,NULL,NULL
48249,42947,1,None,NULL,NULL
48250,43076,1,Search of person was conducted,NULL,NULL
48251,43107,1,Asked for consent to search person,NULL,NULL
48252,43125,1,Curbside detention,NULL,NULL
48253,43044,1,Curbside detention,NULL,NULL
48254,42972,1,Handcuffed or flex cuffed,NULL,NULL
48255,42922,1,Curbside detention,NULL,NULL
48256,42948,1,None,NULL,NULL
48257,43077,1,None,NULL,NULL
48258,43126,1,Curbside detention,NULL,NULL
48259,43107,1,Person removed from vehicle by order,NULL,NULL
48260,43078,1,Handcuffed or flex cuffed,NULL,NULL
48261,43127,1,None,NULL,NULL
48262,43044,1,Search of person was conducted,NULL,NULL
48263,42922,1,Handcuffed or flex cuffed,NULL,NULL
48264,42949,1,None,NULL,NULL
48265,43078,1,Patrol car detention,NULL,NULL
48266,43128,1,None,NULL,NULL
48267,43107,1,Search of property was conducted,NULL,NULL
48268,43045,1,Asked for consent to search person,TRUE,NULL
48269,42972,1,Patrol car detention,NULL,NULL
48270,43129,1,None,NULL,NULL
48271,43107,2,Patrol car detention,NULL,NULL
48272,42922,1,Patrol car detention,NULL,NULL
48273,43045,1,Curbside detention,NULL,NULL
48274,43078,1,Search of person was conducted,NULL,NULL
48275,42950,1,Patrol car detention,NULL,NULL
48276,42972,1,Search of person was conducted,NULL,NULL
48277,43130,1,None,NULL,NULL
48278,43107,2,Person removed from vehicle by order,NULL,NULL
48279,42922,1,Property was seized,NULL,NULL
48280,43045,1,Person removed from vehicle by order,NULL,NULL
48281,43079,1,Field sobriety test conducted,NULL,NULL
48282,42950,1,Search of person was conducted,NULL,NULL
48283,42973,1,None,NULL,NULL
48284,43131,1,Asked for consent to search person,NULL,NULL
48285,43107,2,Property was seized,NULL,NULL
48286,42922,1,Search of person was conducted,NULL,NULL
48287,43045,1,Search of person was conducted,NULL,NULL
48288,43079,1,Handcuffed or flex cuffed,NULL,NULL
48289,42950,2,Asked for consent to search person,TRUE,NULL
48290,42973,2,None,NULL,NULL
48291,43131,1,Curbside detention,NULL,NULL
48292,43107,2,Search of person was conducted,NULL,NULL
48293,42923,1,None,NULL,NULL
48294,43045,1,Search of property was conducted,NULL,NULL
48295,43079,1,Search of person was conducted,NULL,NULL
48296,42950,2,Patrol car detention,NULL,NULL
48297,42974,1,None,NULL,NULL
48298,43132,1,None,NULL,NULL
48299,43107,3,Patrol car detention,NULL,NULL
48300,42924,1,Firearm pointed at person,NULL,NULL
48301,43045,2,Asked for consent to search person,TRUE,NULL
48302,43080,1,Asked for consent to search person,TRUE,NULL
48303,42950,3,None,NULL,NULL
48304,42975,1,None,NULL,NULL
48305,43132,2,None,NULL,NULL
48306,43107,3,Person removed from vehicle by order,NULL,NULL
48307,42924,1,Handcuffed or flex cuffed,NULL,NULL
48308,43045,2,Curbside detention,NULL,NULL
48309,43080,1,Handcuffed or flex cuffed,NULL,NULL
48310,42951,1,None,NULL,NULL
48311,42976,1,None,NULL,NULL
48312,43133,1,Patrol car detention,NULL,NULL
48313,43107,3,Property was seized,NULL,NULL
48314,42924,1,Search of person was conducted,NULL,NULL
48315,43045,2,Person removed from vehicle by order,NULL,NULL
48316,43080,1,Patrol car detention,NULL,NULL
48317,42952,1,None,NULL,NULL
48318,42977,1,None,NULL,NULL
48319,43134,1,Asked for consent to search person,TRUE,NULL
48320,43107,3,Search of person was conducted,NULL,NULL
48321,42925,1,None,NULL,NULL
48322,43045,2,Search of person was conducted,NULL,NULL
48323,43081,1,None,NULL,NULL
48324,42953,1,None,NULL,NULL
48325,42978,1,None,NULL,NULL
48326,43134,1,Person removed from vehicle by order,NULL,NULL
48327,43108,1,Person removed from vehicle by order,NULL,NULL
48328,42926,1,None,NULL,NULL
48329,43046,1,None,NULL,NULL
48330,43082,1,Patrol car detention,NULL,NULL
48331,42954,1,Patrol car detention,NULL,NULL
48332,42979,1,None,NULL,NULL
48333,43135,1,Handcuffed or flex cuffed,NULL,NULL
48334,43108,1,Search of person was conducted,NULL,NULL
48335,42928,1,Curbside detention,NULL,NULL
48336,43047,1,Handcuffed or flex cuffed,NULL,NULL
48337,43082,1,Search of person was conducted,NULL,NULL
48338,42954,2,None,NULL,NULL
48339,42980,1,None,NULL,NULL
48340,42981,1,None,NULL,NULL
48341,42982,1,None,NULL,NULL
48342,42983,1,None,NULL,NULL
48343,42984,1,None,NULL,NULL
48344,42985,1,None,NULL,NULL
48345,42986,1,None,NULL,NULL
48346,42987,1,Curbside detention,NULL,NULL
48347,42987,1,Handcuffed or flex cuffed,NULL,NULL
48348,42987,1,Search of person was conducted,NULL,NULL
48349,42987,2,Curbside detention,NULL,NULL
48350,42987,2,Handcuffed or flex cuffed,NULL,NULL
48351,42987,2,Search of person was conducted,NULL,NULL
48352,42988,1,Curbside detention,NULL,NULL
48353,42988,1,Handcuffed or flex cuffed,NULL,NULL
48354,42988,1,Patrol car detention,NULL,NULL
48355,42988,1,Search of person was conducted,NULL,NULL
48356,42989,1,Asked for consent to search property,NULL,TRUE
48357,42989,1,Curbside detention,NULL,NULL
