properties.ObjectId,properties.StopID,properties.PID,properties.basisForPropertySeizure
12730,17124,1,NULL
12731,17301,2,NULL
12732,17125,1,NULL
12733,17302,1,NULL
12734,17126,1,NULL
12735,17303,1,NULL
12736,17127,1,NULL
12737,17304,1,NULL
12738,17128,1,NULL
12739,17305,1,NULL
12740,17129,1,NULL
12741,17306,1,NULL
12742,17130,1,NULL
12743,17307,1,NULL
12744,17131,1,NULL
12745,17307,2,NULL
12746,17132,1,NULL
12747,17308,1,NULL
12748,17133,1,Abandoned property
12749,17309,1,NULL
12750,17134,1,NULL
12751,16947,1,NULL
12752,16948,1,NULL
12753,16949,1,NULL
12754,16950,1,NULL
12755,16951,1,NULL
12756,16952,1,NULL
12757,16953,1,NULL
12758,16954,1,NULL
12759,16955,1,NULL
12760,16956,1,NULL
12761,16957,1,NULL
12762,16958,1,NULL
12763,16959,1,NULL
12764,16960,1,NULL
12765,16961,1,NULL
12766,16962,1,NULL
12767,16962,2,NULL
12768,16963,1,NULL
12769,16964,1,NULL
12770,16965,1,NULL
12771,16966,1,NULL
12772,16967,1,NULL
12773,16968,1,NULL
12774,16969,1,NULL
12775,16970,1,NULL
12776,16971,1,NULL
12777,16972,1,NULL
12778,16973,1,NULL
12779,16974,1,NULL
12780,16975,1,NULL
12781,16976,1,NULL
12782,16977,1,NULL
12783,16978,1,NULL
12784,16979,1,Evidence
12785,16980,1,NULL
12786,16981,1,NULL
12787,16982,1,NULL
12788,16983,1,NULL
12789,16984,1,NULL
12790,16985,1,NULL
12791,16986,1,Contraband
12792,16986,1,Evidence
12793,16987,1,NULL
12794,16989,1,NULL
12795,16990,1,NULL
12796,16991,1,NULL
12797,16992,1,NULL
12798,16993,1,NULL
12799,16994,1,NULL
12800,16995,1,NULL
12801,17401,1,NULL
12802,17402,1,NULL
12803,17403,1,NULL
12804,17404,1,NULL
12805,17405,1,NULL
12806,17406,1,NULL
12807,17407,1,NULL
12808,17408,1,NULL
12809,17409,1,NULL
12810,17410,1,NULL
12811,17410,2,NULL
12812,17411,1,NULL
12813,17412,1,NULL
12814,17413,1,NULL
12815,17414,1,NULL
12816,17415,1,NULL
12817,17415,2,NULL
12818,17416,1,NULL
12819,17417,1,NULL
12820,17418,1,NULL
12821,17419,1,NULL
12822,17576,1,NULL
12823,17420,1,NULL
12824,17421,1,NULL
12825,17577,1,NULL
12826,17422,1,NULL
12827,17578,1,NULL
12828,17423,1,NULL
12829,17579,1,NULL
12830,17424,1,NULL
12831,17580,1,NULL
12832,17425,1,NULL
12833,17581,1,NULL
12834,17426,1,NULL
12835,17496,1,NULL
12836,17582,1,NULL
12837,17427,1,NULL
12838,17497,1,NULL
12839,17582,2,NULL
12840,17619,1,NULL
12841,17427,2,NULL
12842,17498,1,NULL
12843,17583,1,NULL
12844,17619,2,NULL
12845,17428,1,NULL
12846,17499,1,NULL
12847,17584,1,NULL
12848,17620,1,NULL
12849,17536,1,NULL
12850,17429,1,NULL
12851,17500,1,NULL
12852,17584,2,NULL
12853,17621,1,NULL
12854,17537,1,NULL
12855,17430,1,NULL
12856,17501,1,NULL
12857,17585,1,NULL
12858,17621,2,NULL
12859,17538,1,NULL
12860,17431,1,NULL
12861,17502,1,NULL
12862,17586,1,NULL
12863,17447,1,NULL
12864,17622,1,NULL
12865,17539,1,NULL
12866,17432,1,NULL
12867,17503,1,NULL
12868,17587,1,NULL
12869,17448,1,NULL
12870,17622,2,NULL
12871,17540,1,NULL
12872,17433,1,NULL
12873,17504,1,NULL
12874,17588,1,NULL
12875,17449,1,NULL
12876,17622,3,NULL
12877,17541,1,NULL
12878,17434,1,NULL
12879,17505,1,NULL
12880,17358,1,NULL
12881,17589,1,NULL
12882,17450,1,NULL
12883,17623,1,Contraband
12884,17542,1,NULL
12885,17435,1,NULL
12886,17506,1,Evidence
12887,17359,1,NULL
12888,17590,1,NULL
12889,17451,1,NULL
12890,17543,1,NULL
12891,17623,1,Evidence
12892,17544,1,NULL
12893,17436,1,NULL
12894,17360,1,NULL
12895,17507,1,NULL
12896,17452,1,NULL
12897,17591,1,NULL
12898,17545,1,NULL
12899,17437,1,NULL
12900,17453,1,NULL
12901,17361,1,NULL
12902,17623,2,Contraband
12903,17508,1,NULL
12904,17592,1,NULL
12905,17546,1,NULL
12906,17438,1,NULL
12907,17454,1,NULL
12908,17362,1,NULL
12909,17623,2,Evidence
12910,17509,1,NULL
12911,17593,1,NULL
12912,17547,1,NULL
12913,17439,1,NULL
12914,17455,1,NULL
12915,17362,2,NULL
12916,17623,3,Contraband
12917,17510,1,NULL
12918,17594,1,NULL
12919,17547,2,NULL
12920,17440,1,NULL
12921,17456,1,NULL
12922,17362,3,NULL
12923,17623,3,Evidence
12924,17511,1,NULL
12925,17595,1,NULL
12926,17547,3,NULL
12927,17441,1,NULL
12928,17457,1,NULL
12929,17363,1,NULL
12930,17623,4,Contraband
12931,17512,1,NULL
12932,17595,2,NULL
12933,17547,4,NULL
12934,17442,1,NULL
12935,17459,1,NULL
12936,17364,1,NULL
12937,17623,4,Evidence
12938,17512,2,NULL
12939,17595,3,NULL
12940,17548,1,NULL
12941,17443,1,NULL
12942,17460,1,NULL
12943,17365,1,NULL
12944,17623,5,Contraband
12945,17513,1,NULL
12946,17596,1,NULL
12947,17549,1,NULL
12948,17444,1,NULL
12949,17461,1,Evidence
12950,17366,1,NULL
12951,17623,5,Evidence
12952,17513,2,NULL
12953,17597,1,NULL
12954,17550,1,NULL
12955,17444,2,NULL
12956,17462,1,NULL
12957,17367,1,NULL
12958,17623,6,Contraband
12959,17513,3,NULL
12960,17598,1,NULL
12961,17551,1,NULL
12962,17445,1,NULL
12963,17463,1,NULL
12964,17368,1,NULL
12965,17623,6,Evidence
12966,17513,4,NULL
12967,17599,1,NULL
12968,17551,2,NULL
12969,17446,1,NULL
12970,17463,2,NULL
12971,17368,2,NULL
12972,17624,1,NULL
12973,17514,1,NULL
12974,17600,1,NULL
12975,17552,1,NULL
12976,17464,1,NULL
12977,17369,1,NULL
12978,17625,1,NULL
12979,17514,2,NULL
12980,17601,1,NULL
12981,17553,1,NULL
12982,17465,1,Contraband
12983,17370,1,NULL
12984,17626,1,NULL
12985,17514,3,NULL
12986,17602,1,NULL
12987,17554,1,NULL
12988,17466,1,NULL
12989,17371,1,NULL
12990,17627,1,NULL
12991,17514,4,NULL
12992,17603,1,NULL
12993,17555,1,NULL
12994,17467,1,NULL
12995,17372,1,NULL
12996,17628,1,NULL
12997,17515,1,NULL
12998,17604,1,NULL
12999,17555,2,NULL
13000,17468,1,NULL
13001,17373,1,NULL
13002,17629,1,NULL
13003,17515,2,NULL
13004,17605,1,NULL
13005,17555,3,NULL
13006,17469,1,NULL
13007,17374,1,NULL
13008,17630,1,NULL
13009,17516,1,NULL
13010,17606,1,NULL
13011,17556,1,NULL
13012,17470,1,NULL
13013,17374,2,NULL
13014,17631,1,NULL
13015,17517,1,NULL
13016,17607,1,NULL
13017,17556,2,NULL
13018,17471,1,NULL
13019,17374,3,NULL
13020,17632,1,NULL
13021,17518,1,NULL
13022,17608,1,NULL
13023,17557,1,NULL
13024,17472,1,NULL
13025,17375,1,NULL
13026,17633,1,NULL
13027,17519,1,NULL
13028,17608,2,NULL
13029,17558,1,NULL
13030,17473,1,NULL
13031,17376,1,NULL
13032,17634,1,NULL
13033,17519,2,NULL
13034,17609,1,NULL
13035,17559,1,NULL
13036,17474,1,NULL
13037,17377,1,Evidence
13038,17635,1,NULL
13039,17520,1,NULL
13040,17610,1,NULL
13041,17560,1,NULL
13042,17475,1,NULL
13043,17378,1,NULL
13044,17636,1,NULL
13045,17521,1,NULL
13046,17611,1,NULL
13047,17561,1,NULL
13048,17476,1,NULL
13049,17379,1,NULL
13050,17637,1,NULL
13051,17522,1,NULL
13052,17612,1,NULL
13053,17562,1,NULL
13054,17477,1,NULL
13055,17380,1,NULL
13056,17638,1,NULL
13057,17639,1,NULL
13058,17640,1,NULL
13059,17641,1,NULL
13060,17642,1,NULL
13061,17643,1,NULL
13062,17644,1,NULL
13063,17645,1,NULL
13064,17645,2,NULL
13065,17645,3,NULL
13066,17646,1,NULL
13067,17647,1,NULL
13068,17648,1,NULL
13069,17649,1,NULL
13070,17649,2,NULL
13071,17650,1,NULL
13072,17523,1,NULL
13073,17612,2,NULL
13074,17478,1,NULL
13075,17381,1,NULL
13076,17524,1,NULL
13077,17613,1,NULL
13078,17478,2,NULL
13079,17382,1,NULL
13080,17525,1,NULL
13081,17614,1,NULL
13082,17563,1,NULL
13083,17479,1,NULL
13084,17382,2,NULL
13085,17526,1,Contraband
13086,17615,1,NULL
13087,17564,1,NULL
13088,17480,1,NULL
13089,17383,1,NULL
13090,17526,1,Evidence
13091,17616,1,NULL
13092,17565,1,NULL
13093,17481,1,NULL
13094,17384,1,NULL
13095,17527,1,NULL
13096,17617,1,NULL
13097,17565,2,NULL
13098,17482,1,NULL
13099,17385,1,NULL
13100,17528,1,NULL
13101,17618,1,NULL
13102,17565,3,NULL
13103,17483,1,NULL
13104,17386,1,NULL
13105,17529,1,NULL
13106,17618,2,NULL
13107,17566,1,NULL
13108,17484,1,NULL
13109,17387,1,NULL
13110,17530,1,NULL
13111,17567,1,NULL
13112,17485,1,NULL
13113,17388,1,NULL
13114,17531,1,NULL
13115,17567,2,NULL
13116,17486,1,NULL
13117,17388,2,NULL
13118,17532,1,NULL
13119,17568,1,NULL
13120,17487,1,NULL
13121,17533,1,NULL
13122,17389,1,NULL
13123,17569,1,NULL
13124,17488,1,NULL
13125,17534,1,NULL
13126,17389,2,NULL
13127,17570,1,NULL
13128,17489,1,NULL
13129,17535,1,NULL
13130,17390,1,NULL
13131,17571,1,NULL
13132,17490,1,NULL
13133,17391,1,NULL
13134,17572,1,NULL
13135,17392,1,NULL
13136,17491,1,NULL
13137,17573,1,NULL
13138,17393,1,NULL
13139,17492,1,NULL
13140,17574,1,NULL
13141,17394,1,NULL
13142,17493,1,NULL
13143,17575,1,NULL
13144,17395,1,NULL
13145,17494,1,NULL
13146,17396,1,NULL
13147,17495,1,NULL
13148,17397,1,NULL
13149,17398,1,NULL
13150,17399,1,NULL
13151,17310,1,NULL
13152,17311,1,NULL
13153,17312,1,Evidence
13154,17314,1,NULL
13155,17315,1,NULL
13156,17316,1,NULL
13157,17317,1,NULL
13158,17318,1,NULL
13159,17319,1,NULL
13160,17320,1,NULL
13161,17321,1,NULL
13162,17322,1,NULL
13163,17323,1,NULL
13164,17324,1,NULL
13165,17325,1,NULL
13166,17326,1,NULL
13167,17327,1,NULL
13168,17328,1,NULL
13169,17329,1,NULL
13170,17330,1,NULL
13171,17331,1,NULL
13172,17332,1,NULL
13173,17333,1,NULL
13174,17334,1,NULL
13175,17335,1,NULL
13176,17336,1,NULL
13177,17337,1,Contraband
13178,17338,1,NULL
13179,17339,1,NULL
13180,17340,1,Impound of vehicle
13181,17341,1,NULL
13182,17342,1,NULL
13183,17343,1,NULL
13184,17344,1,NULL
13185,17345,1,NULL
13186,17345,2,NULL
13187,17346,1,NULL
13188,17347,1,NULL
13189,17348,1,NULL
13190,17349,1,NULL
13191,17350,1,NULL
13192,17351,1,NULL
13193,17352,1,NULL
13194,17353,1,NULL
13195,17354,1,NULL
13196,17355,1,NULL
13197,17356,1,NULL
13198,17356,2,NULL
13199,17357,1,NULL
13200,17357,2,NULL
13201,17779,1,Evidence
13202,17651,1,NULL
13203,17652,1,NULL
13204,17779,1,Impound of vehicle
13205,17653,1,NULL
13206,17914,1,NULL
13207,17780,1,NULL
13208,17654,1,NULL
13209,17823,1,NULL
13210,17915,1,NULL
13211,17655,1,NULL
13212,17781,1,NULL
13213,17824,1,NULL
13214,17916,1,NULL
13215,17655,2,NULL
13216,17956,1,NULL
13217,17782,1,NULL
13218,17825,1,NULL
13219,17916,2,NULL
13220,17655,3,NULL
13221,17783,1,NULL
13222,17957,1,NULL
13223,17826,1,NULL
13224,17917,1,NULL
13225,17869,1,NULL
13226,17696,1,NULL
13227,17655,4,NULL
13228,17656,1,NULL
13229,17658,1,NULL
13230,17659,1,NULL
13231,17660,1,NULL
13232,17661,1,NULL
13233,17662,1,NULL
13234,17663,1,NULL
13235,17663,2,NULL
13236,17664,1,NULL
13237,17665,1,NULL
13238,17666,1,NULL
13239,17667,1,NULL
13240,17668,1,NULL
13241,17669,1,Evidence
13242,17669,1,Safekeeping as allowed by law/statute
13243,17670,1,NULL
13244,17671,1,NULL
13245,17672,1,NULL
13246,17673,1,NULL
13247,17674,1,NULL
13248,17675,1,NULL
13249,17676,1,NULL
13250,17677,1,NULL
13251,17678,1,NULL
13252,17679,1,NULL
13253,17680,1,NULL
13254,17681,1,NULL
13255,17682,1,NULL
13256,17683,1,NULL
13257,17684,1,NULL
13258,17685,1,NULL
13259,17686,1,NULL
13260,17687,1,NULL
13261,17688,1,NULL
13262,17689,1,NULL
13263,17690,1,NULL
13264,17691,1,NULL
13265,17692,1,NULL
13266,17692,2,NULL
13267,17693,1,NULL
13268,17694,1,NULL
13269,17695,1,NULL
13270,17870,1,NULL
13271,17784,1,NULL
13272,17827,1,NULL
13273,17957,2,NULL
13274,17918,1,NULL
13275,17697,1,NULL
13276,17871,1,NULL
13277,17785,1,NULL
13278,17828,1,NULL
13279,17958,1,NULL
13280,17919,1,NULL
13281,17698,1,NULL
13282,17872,1,NULL
13283,17786,1,NULL
13284,17829,1,NULL
13285,17959,1,NULL
13286,17920,1,NULL
13287,17700,1,NULL
13288,17873,1,NULL
13289,17787,1,NULL
13290,17830,1,NULL
13291,17960,1,NULL
13292,17921,1,NULL
13293,17701,1,NULL
13294,17874,1,NULL
13295,17788,1,NULL
13296,17831,1,NULL
13297,17961,1,NULL
13298,17922,1,NULL
13299,17702,1,NULL
13300,17875,1,NULL
13301,17789,1,NULL
13302,17832,1,NULL
13303,17962,1,NULL
13304,17922,2,NULL
13305,17703,1,NULL
13306,17876,1,NULL
13307,17790,1,NULL
13308,17833,1,NULL
13309,17963,1,NULL
13310,17923,1,NULL
13311,17703,2,NULL
13312,17877,1,NULL
13313,17791,1,NULL
13314,17834,1,NULL
13315,17964,1,NULL
13316,17924,1,NULL
13317,17704,1,NULL
13318,17878,1,NULL
13319,17792,1,NULL
13320,17835,1,NULL
13321,17965,1,NULL
13322,17925,1,NULL
13323,17705,1,NULL
13324,17879,1,NULL
13325,17793,1,NULL
13326,17836,1,NULL
13327,17966,1,NULL
13328,17926,1,NULL
13329,17706,1,NULL
13330,17879,2,NULL
13331,17794,1,NULL
13332,17837,1,NULL
13333,17967,1,NULL
13334,17927,1,NULL
13335,17707,1,NULL
13336,17880,1,NULL
13337,17795,1,NULL
13338,17838,1,NULL
13339,17968,1,NULL
13340,17928,1,NULL
13341,17707,2,NULL
13342,17881,1,NULL
13343,17796,1,NULL
13344,17839,1,NULL
13345,17969,1,NULL
13346,17928,2,NULL
13347,17708,1,NULL
13348,17882,1,NULL
13349,17797,1,NULL
13350,17840,1,NULL
13351,17970,1,NULL
13352,17929,1,NULL
13353,17709,1,NULL
13354,17883,1,NULL
13355,17798,1,NULL
13356,17841,1,NULL
13357,17971,1,NULL
13358,17930,1,NULL
13359,17710,1,NULL
13360,17884,1,NULL
13361,17799,1,NULL
13362,17841,2,NULL
13363,17972,1,NULL
13364,17930,2,NULL
13365,17711,1,NULL
13366,17885,1,NULL
13367,17800,1,NULL
13368,17842,1,NULL
13369,17973,1,NULL
13370,17931,1,NULL
13371,17712,1,NULL
13372,17886,1,NULL
13373,17801,1,Contraband
13374,17843,1,NULL
13375,17974,1,NULL
13376,17931,2,NULL
13377,17713,1,NULL
13378,17887,1,NULL
13379,17801,1,Evidence
13380,17844,1,NULL
13381,17975,1,NULL
13382,17931,3,NULL
13383,17714,1,NULL
13384,17888,1,NULL
13385,17802,1,NULL
13386,17845,1,NULL
13387,17976,1,NULL
13388,17932,1,NULL
13389,17715,1,NULL
13390,17889,1,NULL
13391,17802,2,NULL
13392,17846,1,NULL
13393,17977,1,NULL
13394,17933,1,NULL
13395,17716,1,NULL
13396,17890,1,NULL
13397,17891,1,NULL
13398,17893,1,NULL
13399,17894,1,NULL
13400,17895,1,NULL
13401,17895,2,NULL
13402,17896,1,NULL
13403,17897,1,NULL
13404,17897,2,NULL
13405,17898,1,NULL
13406,17899,1,NULL
13407,17900,1,NULL
13408,17901,1,NULL
13409,17902,1,NULL
13410,17902,2,NULL
13411,17903,1,NULL
13412,17904,1,NULL
13413,17905,1,NULL
13414,17906,1,NULL
13415,17907,1,NULL
13416,17908,1,NULL
13417,17909,1,NULL
13418,17910,1,NULL
13419,17910,2,NULL
13420,17910,3,NULL
13421,17911,1,NULL
13422,17912,1,NULL
13423,17913,1,NULL
13424,17734,1,NULL
13425,17847,1,NULL
13426,17934,1,NULL
13427,17803,1,NULL
13428,17978,1,NULL
13429,17717,1,NULL
13430,17848,1,NULL
13431,17935,1,NULL
13432,17804,1,NULL
13433,17979,1,NULL
13434,17718,1,NULL
13435,17849,1,NULL
13436,17936,1,NULL
13437,17805,1,NULL
13438,17980,1,NULL
13439,17718,2,NULL
13440,17850,1,NULL
13441,17937,1,NULL
13442,17806,1,NULL
13443,17981,1,NULL
13444,17719,1,NULL
13445,17851,1,NULL
13446,17938,1,NULL
13447,17807,1,NULL
13448,17982,1,NULL
13449,17720,1,NULL
13450,17852,1,NULL
13451,17939,1,NULL
13452,17808,1,NULL
13453,17983,1,NULL
13454,17853,1,NULL
13455,17940,1,NULL
13456,17721,1,NULL
13457,17808,2,NULL
13458,17984,1,NULL
13459,17854,1,NULL
13460,17735,1,NULL
13461,17941,1,NULL
13462,17722,1,NULL
13463,17809,1,NULL
13464,17985,1,NULL
13465,17855,1,NULL
13466,17738,1,NULL
13467,17942,1,NULL
13468,17723,1,NULL
13469,17810,1,NULL
13470,17986,1,NULL
13471,17856,1,NULL
13472,17739,1,NULL
13473,17943,1,NULL
13474,17724,1,NULL
13475,17811,1,NULL
13476,17987,1,NULL
13477,17857,1,NULL
13478,17740,1,NULL
13479,17944,1,NULL
13480,17724,2,NULL
13481,17812,1,NULL
13482,17988,1,NULL
13483,17858,1,NULL
13484,17741,1,NULL
13485,17945,1,NULL
13486,17725,1,NULL
13487,17812,2,NULL
13488,17989,1,NULL
13489,17859,1,NULL
13490,17742,1,NULL
13491,17946,1,NULL
13492,17726,1,NULL
13493,17813,1,NULL
13494,17990,1,NULL
13495,17860,1,NULL
13496,17743,1,NULL
13497,17947,1,NULL
13498,17727,1,NULL
13499,17813,2,NULL
13500,17991,1,NULL
13501,17861,1,NULL
13502,17744,1,NULL
13503,17948,1,NULL
13504,17727,2,NULL
13505,17814,1,NULL
13506,17992,1,NULL
13507,17863,1,NULL
13508,17745,1,NULL
13509,17949,1,NULL
13510,17728,1,NULL
13511,17815,1,NULL
13512,17993,1,NULL
13513,17863,2,NULL
13514,17746,1,NULL
13515,17950,1,NULL
13516,17728,2,NULL
13517,17816,1,NULL
13518,17994,1,NULL
13519,17863,3,NULL
13520,17747,1,NULL
13521,17951,1,NULL
13522,17729,1,NULL
13523,17817,1,NULL
13524,17995,1,NULL
13525,17864,1,NULL
13526,17748,1,NULL
13527,17952,1,NULL
13528,17729,2,NULL
13529,17818,1,NULL
13530,17996,1,NULL
13531,17865,1,NULL
13532,17749,1,NULL
13533,17953,1,NULL
13534,17729,3,NULL
13535,17819,1,NULL
13536,17997,1,NULL
13537,17866,1,NULL
13538,17750,1,NULL
13539,17954,1,NULL
13540,17729,4,NULL
13541,17820,1,NULL
13542,17998,1,NULL
13543,17866,2,NULL
13544,17751,1,NULL
13545,17955,1,NULL
13546,17729,5,NULL
13547,17821,1,NULL
13548,17999,1,NULL
13549,17866,3,NULL
13550,17752,1,NULL
13551,17955,2,NULL
13552,17729,6,NULL
13553,17822,1,NULL
13554,18000,1,NULL
13555,17867,1,NULL
13556,17752,2,NULL
13557,17955,3,NULL
13558,17729,7,NULL
13559,18001,1,NULL
13560,17868,1,NULL
13561,17752,3,NULL
13562,17730,1,NULL
13563,18002,1,NULL
13564,17752,4,NULL
13565,17730,2,NULL
13566,17731,1,NULL
13567,17732,1,NULL
13568,17733,1,NULL
13569,18003,1,NULL
13570,18004,1,NULL
13571,17753,1,NULL
13572,17753,2,NULL
13573,17753,3,NULL
13574,17754,1,NULL
13575,17755,1,NULL
13576,17756,1,NULL
13577,17757,1,NULL
13578,17758,1,NULL
13579,17759,1,NULL
13580,17759,2,NULL
13581,17759,3,NULL
13582,17760,1,NULL
13583,17762,1,NULL
13584,17763,1,NULL
13585,17764,1,NULL
13586,17765,1,NULL
13587,17766,1,NULL
13588,17766,2,NULL
13589,17767,1,NULL
13590,17768,1,NULL
13591,17769,1,NULL
13592,17770,1,NULL
13593,17771,1,NULL
13594,17772,1,NULL
13595,17773,1,NULL
13596,17774,1,NULL
13597,17775,1,NULL
13598,17776,1,NULL
13599,17777,1,NULL
13600,17778,1,NULL
13601,18275,1,Evidence
13602,18276,1,NULL
13603,18277,1,NULL
13604,18278,1,NULL
13605,18229,1,NULL
13606,18279,1,NULL
13607,18095,1,NULL
13608,18280,1,NULL
13609,18230,1,NULL
13610,18096,1,NULL
13611,18281,1,NULL
13612,18231,1,NULL
13613,18097,1,NULL
13614,18282,1,NULL
13615,18232,1,NULL
13616,18098,1,NULL
13617,18283,1,NULL
13618,18142,1,NULL
13619,18190,1,NULL
13620,18233,1,NULL
13621,18052,1,NULL
13622,18099,1,NULL
13623,18284,1,NULL
13624,18143,1,NULL
13625,18234,1,NULL
13626,18191,1,NULL
13627,18053,1,NULL
13628,18318,1,NULL
13629,18100,1,NULL
13630,18285,1,NULL
13631,18144,1,NULL
13632,18235,1,NULL
13633,18192,1,NULL
13634,18054,1,NULL
13635,18319,1,NULL
13636,18101,1,NULL
13637,18285,2,NULL
13638,18145,1,NULL
13639,18236,1,NULL
13640,18193,1,NULL
13641,18055,1,Evidence
13642,18319,2,NULL
13643,18102,1,NULL
13644,18285,3,NULL
13645,18146,1,NULL
13646,18237,1,NULL
13647,18194,1,NULL
13648,18056,1,NULL
13649,18320,1,NULL
13650,18103,1,NULL
13651,18286,1,NULL
13652,18147,1,NULL
13653,18238,1,NULL
13654,18195,1,NULL
13655,18057,1,NULL
13656,18321,1,Evidence
13657,18104,1,NULL
13658,18287,1,NULL
13659,18148,1,NULL
13660,18239,1,NULL
13661,18195,2,NULL
13662,18057,2,NULL
13663,18322,1,NULL
13664,18105,1,NULL
13665,18288,1,NULL
13666,18149,1,NULL
13667,18240,1,NULL
13668,18196,1,NULL
13669,18058,1,NULL
13670,18323,1,NULL
13671,18106,1,NULL
13672,18289,1,NULL
13673,18150,1,NULL
13674,18241,1,NULL
13675,18197,1,NULL
13676,18058,2,NULL
13677,18324,1,NULL
13678,18107,1,NULL
13679,18290,1,NULL
13680,18151,1,NULL
13681,18242,1,NULL
13682,18199,1,NULL
13683,18058,3,NULL
13684,18325,1,NULL
13685,18108,1,NULL
13686,18291,1,NULL
13687,18152,1,NULL
13688,18243,1,Safekeeping as allowed by law/statute
13689,18199,2,NULL
13690,18059,1,NULL
13691,18325,2,NULL
13692,18109,1,NULL
13693,18292,1,NULL
13694,18153,1,NULL
13695,18244,1,NULL
13696,18200,1,NULL
13697,18060,1,NULL
13698,18326,1,NULL
13699,18110,1,NULL
13700,18293,1,NULL
13701,18154,1,NULL
13702,18245,1,NULL
13703,18201,1,NULL
13704,18061,1,NULL
13705,18327,1,NULL
13706,18111,1,NULL
13707,18293,2,NULL
13708,18155,1,NULL
13709,18246,1,NULL
13710,18201,2,NULL
13711,18062,1,NULL
13712,18328,1,NULL
13713,18112,1,NULL
13714,18294,1,NULL
13715,18156,1,NULL
13716,18246,2,NULL
13717,18202,1,NULL
13718,18062,2,NULL
13719,18329,1,NULL
13720,18113,1,NULL
13721,18295,1,NULL
13722,18157,1,NULL
13723,18247,1,NULL
13724,18203,1,NULL
13725,18063,1,NULL
13726,18330,1,NULL
13727,18114,1,NULL
13728,18296,1,NULL
13729,18158,1,NULL
13730,18247,2,NULL
13731,18204,1,NULL
13732,18064,1,NULL
13733,18330,2,NULL
13734,18115,1,NULL
13735,18297,1,NULL
13736,18159,1,NULL
13737,18248,1,NULL
13738,18205,1,NULL
13739,18065,1,NULL
13740,18066,1,NULL
13741,18067,1,NULL
13742,18068,1,NULL
13743,18069,1,NULL
13744,18070,1,NULL
13745,18071,1,NULL
13746,18072,1,NULL
13747,18073,1,NULL
13748,18074,1,NULL
13749,18075,1,NULL
13750,18076,1,NULL
13751,18077,1,NULL
13752,18078,1,NULL
13753,18078,2,NULL
13754,18079,1,NULL
13755,18080,1,NULL
13756,18081,1,NULL
13757,18082,1,NULL
13758,18083,1,NULL
13759,18084,1,NULL
13760,18085,1,NULL
13761,18086,1,NULL
13762,18087,1,NULL
13763,18088,1,NULL
13764,18089,1,NULL
13765,18090,1,NULL
13766,18091,1,NULL
13767,18092,1,NULL
13768,18092,2,NULL
13769,18092,3,NULL
13770,18093,1,NULL
13771,18094,1,NULL
13772,18160,1,NULL
13773,18206,1,NULL
13774,18331,1,NULL
13775,18116,1,NULL
13776,18248,2,NULL
13777,18298,1,NULL
13778,18161,1,Contraband
13779,18207,1,NULL
13780,18332,1,NULL
13781,18116,2,NULL
13782,18249,1,NULL
13783,18299,1,NULL
13784,18162,1,NULL
13785,18208,1,NULL
13786,18333,1,NULL
13787,18117,1,NULL
13788,18250,1,NULL
13789,18300,1,Safekeeping as allowed by law/statute
13790,18163,1,NULL
13791,18209,1,NULL
13792,18334,1,Evidence
13793,18118,1,NULL
13794,18251,1,NULL
13795,18301,1,NULL
13796,18164,1,NULL
13797,18210,1,NULL
13798,18335,1,NULL
13799,18119,1,NULL
13800,18252,1,NULL
13801,18302,1,NULL
13802,18165,1,NULL
13803,18211,1,NULL
13804,18336,1,NULL
13805,18120,1,NULL
13806,18253,1,NULL
13807,18302,2,NULL
13808,18166,1,NULL
13809,18211,2,NULL
13810,18337,1,NULL
13811,18121,1,NULL
13812,18254,1,NULL
13813,18303,1,NULL
13814,18167,1,NULL
13815,18211,3,NULL
13816,18338,1,NULL
13817,18122,1,NULL
13818,18255,1,NULL
13819,18304,1,NULL
13820,18168,1,NULL
13821,18211,4,NULL
13822,18339,1,NULL
13823,18123,1,NULL
13824,18256,1,NULL
13825,18304,2,NULL
13826,18169,1,NULL
13827,18211,5,NULL
13828,18340,1,NULL
13829,18124,1,NULL
13830,18257,1,NULL
13831,18304,3,NULL
13832,18169,2,NULL
13833,18211,6,NULL
13834,18341,1,NULL
13835,18125,1,NULL
13836,18258,1,NULL
13837,18304,4,NULL
13838,18170,1,NULL
13839,18211,7,NULL
13840,18342,1,Contraband
13841,18126,1,NULL
13842,18259,1,NULL
13843,18305,1,NULL
13844,18171,1,NULL
13845,18212,1,NULL
13846,18343,1,NULL
13847,18127,1,NULL
13848,18260,1,NULL
13849,18306,1,NULL
13850,18172,1,NULL
13851,18212,2,NULL
13852,18344,1,NULL
13853,18127,2,NULL
13854,18261,1,NULL
13855,18307,1,NULL
13856,18173,1,NULL
13857,18213,1,NULL
13858,18345,1,NULL
13859,18128,1,NULL
13860,18261,2,NULL
13861,18308,1,NULL
13862,18174,1,NULL
13863,18214,1,NULL
13864,18346,1,NULL
13865,18129,1,NULL
13866,18262,1,NULL
13867,18309,1,NULL
13868,18175,1,NULL
13869,18214,2,NULL
13870,18347,1,NULL
13871,18129,2,NULL
13872,18263,1,NULL
13873,18310,1,NULL
13874,18176,1,NULL
13875,18215,1,NULL
13876,18348,1,NULL
13877,18130,1,NULL
13878,18264,1,NULL
13879,18311,1,NULL
13880,18177,1,NULL
13881,18216,1,NULL
13882,18349,1,NULL
13883,18131,1,Evidence
13884,18265,1,NULL
13885,18312,1,NULL
