properties.ObjectId,properties.StopID,properties.PID,properties.contrabandOrEvidenceDiscovered
5988,10873,1,None
5989,10924,1,None
5990,11152,1,None
5991,10974,1,None
5992,10874,1,None
5993,10925,1,None
5994,11153,1,None
5995,10975,1,None
5996,10875,1,None
5997,11154,1,None
5998,10876,1,None
5999,11154,2,None
6000,10877,1,None
6001,11381,1,None
6002,11382,1,None
6003,11336,1,None
6004,11514,1,None
6005,11383,1,Weapon(s) other than a firearm
6006,11384,1,None
6007,11337,1,None
6008,11515,1,None
6009,11385,1,None
6010,11338,1,None
6011,11517,1,None
6012,11386,1,None
6013,11339,1,None
6014,11518,1,None
6015,11387,1,None
6016,11340,1,None
6017,11519,1,None
6018,11388,1,None
6019,11341,1,None
6020,11520,1,None
6021,11389,1,None
6022,11341,2,None
6023,11521,1,None
6024,11390,1,None
6025,11342,1,None
6026,11522,1,None
6027,11391,1,None
6028,11343,1,None
6029,11523,1,None
6030,11392,1,Cell phone(s) or electronic device(s)
6031,11343,2,None
6032,11524,1,None
6033,11392,1,Other Contraband or evidence
6034,11344,1,None
6035,11525,1,None
6036,11392,2,None
6037,11345,1,Cell phone(s) or electronic device(s)
6038,11526,1,None
6039,11393,1,Cell phone(s) or electronic device(s)
6040,11345,2,Cell phone(s) or electronic device(s)
6041,11527,1,None
6042,11393,1,Other Contraband or evidence
6043,11346,1,None
6044,11528,1,None
6045,11394,1,Cell phone(s) or electronic device(s)
6046,11347,1,None
6047,11529,1,None
6048,11394,1,Other Contraband or evidence
6049,11348,1,None
6050,11530,1,None
6051,11395,1,Drug Paraphernalia
6052,11349,1,None
6053,11531,1,None
6054,11396,1,None
6055,11350,1,None
6056,11532,1,None
6057,11397,1,None
6058,11351,1,None
6059,11533,1,None
6060,11398,1,None
6061,11352,1,None
6062,11534,1,None
6063,11398,2,None
6064,11353,1,None
6065,11535,1,None
6066,11398,3,None
6067,11353,2,None
6068,11536,1,None
6069,11399,1,None
6070,11354,1,None
6071,11537,1,None
6072,11400,1,None
6073,11355,1,None
6074,11538,1,None
6075,11400,2,Drug Paraphernalia
6076,11356,1,None
6077,11539,1,None
6078,11401,1,None
6079,11357,1,None
6080,11540,1,None
6081,11402,1,None
6082,11358,1,None
6083,11541,1,None
6084,11403,1,None
6085,11359,1,None
6086,11542,1,None
6087,11404,1,None
6088,11360,1,None
6089,11543,1,None
6090,11405,1,None
6091,11361,1,None
6092,11544,1,None
6093,11405,2,None
6094,11362,1,None
6095,11544,2,None
6096,11406,1,None
6097,11363,1,None
6098,11545,1,None
6099,11407,1,None
6100,11364,1,None
6101,11546,1,None
6102,11407,2,None
6103,11365,1,None
6104,11547,1,None
6105,11407,3,None
6106,11366,1,None
6107,11548,1,None
6108,11408,1,None
6109,11367,1,None
6110,11549,1,None
6111,11409,1,None
6112,11368,1,None
6113,11466,1,None
6114,11550,1,None
6115,11409,2,None
6116,11369,1,None
6117,11467,1,Drugs/narcotics
6118,11551,1,None
6119,11410,1,None
6120,11370,1,None
6121,11242,3,None
6122,11420,1,None
6123,11195,1,None
6124,11468,1,None
6125,11552,1,None
6126,11411,1,None
6127,11371,1,None
6128,11243,1,None
6129,11421,1,None
6130,11196,1,None
6131,11469,1,None
6132,11553,1,None
6133,11291,1,Other Contraband or evidence
6134,11412,1,None
6135,11371,2,None
6136,11244,1,None
6137,11245,1,None
6138,11246,1,None
6139,11247,1,None
6140,11248,1,None
6141,11249,1,None
6142,11250,1,None
6143,11251,1,None
6144,11252,1,None
6145,11253,1,None
6146,11254,1,None
6147,11255,1,None
6148,11256,1,None
6149,11257,1,None
6150,11258,1,None
6151,11259,1,None
6152,11260,1,None
6153,11261,1,None
6154,11262,1,None
6155,11263,1,None
6156,11264,1,None
6157,11265,1,None
6158,11266,1,None
6159,11267,1,None
6160,11268,1,Drugs/narcotics
6161,11269,1,None
6162,11270,1,None
6163,11271,1,None
6164,11272,1,None
6165,11273,1,None
6166,11274,1,None
6167,11275,1,None
6168,11276,1,None
6169,11277,1,Weapon(s) other than a firearm
6170,11278,1,None
6171,11279,1,None
6172,11279,2,None
6173,11280,1,None
6174,11281,1,None
6175,11282,1,None
6176,11283,1,None
6177,11284,1,None
6178,11285,1,None
6179,11286,1,None
6180,11287,1,Weapon(s) other than a firearm
6181,11288,1,None
6182,11289,1,None
6183,11290,1,None
6184,11554,1,None
6185,11197,1,None
6186,11422,1,None
6187,11291,2,None
6188,11372,1,None
6189,11412,2,None
6190,11470,1,None
6191,11555,1,None
6192,11198,1,None
6193,11422,2,None
6194,11292,1,None
6195,11373,1,None
6196,11413,1,None
6197,11471,1,None
6198,11556,1,None
6199,11199,1,None
6200,11423,1,None
6201,11293,1,None
6202,11374,1,None
6203,11415,1,None
6204,11472,1,None
6205,11557,1,None
6206,11199,2,None
6207,11424,1,None
6208,11294,1,None
6209,11375,1,None
6210,11416,1,None
6211,11472,2,None
6212,11558,1,None
6213,11200,1,None
6214,11424,2,None
6215,11295,1,None
6216,11376,1,None
6217,11417,1,None
6218,11472,3,None
6219,11559,1,None
6220,11201,1,None
6221,11426,1,None
6222,11296,1,None
6223,11377,1,None
6224,11418,1,None
6225,11473,1,None
6226,11560,1,None
6227,11202,1,None
6228,11427,1,None
6229,11297,1,None
6230,11378,1,None
6231,11419,1,None
6232,11474,1,None
6233,11561,1,None
6234,11203,1,None
6235,11428,1,None
6236,11298,1,None
6237,11379,1,None
6238,11474,2,None
6239,11562,1,None
6240,11204,1,None
6241,11429,1,None
6242,11299,1,None
6243,11380,1,None
6244,11475,1,None
6245,11563,1,None
6246,11205,1,None
6247,11430,1,None
6248,11300,1,None
6249,11476,1,None
6250,11207,1,Suspected Stolen property
6251,11431,1,None
6252,11301,1,None
6253,11477,1,None
6254,11208,1,None
6255,11432,1,None
6256,11302,1,None
6257,11479,1,None
6258,11209,1,None
6259,11433,1,None
6260,11303,1,Ammunition
6261,11480,1,None
6262,11210,1,None
6263,11434,1,None
6264,11303,1,Cell phone(s) or electronic device(s)
6265,11481,1,None
6266,11211,1,None
6267,11435,1,None
6268,11303,1,Firearm(s)
6269,11482,1,None
6270,11212,1,None
6271,11436,1,None
6272,11304,1,None
6273,11483,1,None
6274,11213,1,None
6275,11437,1,None
6276,11305,1,None
6277,11484,1,None
6278,11214,1,None
6279,11438,1,None
6280,11306,1,None
6281,11485,1,None
6282,11215,1,None
6283,11439,1,None
6284,11307,1,None
6285,11486,1,None
6286,11216,1,None
6287,11440,1,None
6288,11308,1,None
6289,11487,1,Drug Paraphernalia
6290,11217,1,None
6291,11441,1,None
6292,11309,1,None
6293,11487,2,Drug Paraphernalia
6294,11218,1,None
6295,11442,1,None
6296,11310,1,None
6297,11488,1,None
6298,11489,1,None
6299,11490,1,Drug Paraphernalia
6300,11491,1,None
6301,11492,1,None
6302,11493,1,None
6303,11494,1,None
6304,11495,1,None
6305,11496,1,None
6306,11497,1,None
6307,11498,1,None
6308,11499,1,None
6309,11500,1,None
6310,11501,1,None
6311,11503,1,None
6312,11504,1,None
6313,11505,1,None
6314,11506,1,None
6315,11507,1,None
6316,11508,1,None
6317,11509,1,None
6318,11510,1,None
6319,11511,1,None
6320,11512,1,None
6321,11513,1,None
6322,11443,1,None
6323,11219,1,None
6324,11444,1,None
6325,11445,1,None
6326,11220,1,None
6327,11446,1,None
6328,11221,1,None
6329,11447,1,None
6330,11311,1,None
6331,11222,1,None
6332,11447,2,None
6333,11312,1,None
6334,11223,1,None
6335,11448,1,None
6336,11313,1,None
6337,11224,1,None
6338,11449,1,None
6339,11314,1,None
6340,11225,1,None
6341,11450,1,None
6342,11314,2,None
6343,11226,1,None
6344,11450,2,None
6345,11315,1,None
6346,11226,2,None
6347,11451,1,None
6348,11316,1,None
6349,11227,1,None
6350,11452,1,None
6351,11317,1,None
6352,11228,1,None
6353,11453,1,None
6354,11318,1,None
6355,11229,1,None
6356,11454,1,None
6357,11319,1,None
6358,11230,1,None
6359,11455,1,None
6360,11319,2,None
6361,11231,1,None
6362,11456,1,None
6363,11320,1,None
6364,11232,1,None
6365,11457,1,Drugs/narcotics
6366,11321,1,None
6367,11233,1,None
6368,11458,1,None
6369,11322,1,None
6370,11234,1,None
6371,11459,1,None
6372,11323,1,None
6373,11235,1,None
6374,11460,1,None
6375,11324,1,None
6376,11236,1,None
6377,11461,1,None
6378,11325,1,None
6379,11237,1,None
6380,11462,1,None
6381,11326,1,None
6382,11238,1,None
6383,11462,2,None
6384,11327,1,None
6385,11239,1,None
6386,11463,1,None
6387,11328,1,None
6388,11240,1,Weapon(s) other than a firearm
6389,11464,1,None
6390,11329,1,None
6391,11241,1,None
6392,11465,1,None
6393,11330,1,None
6394,11242,1,None
6395,11331,1,Weapon(s) other than a firearm
6396,11242,2,None
6397,11332,1,None
6398,11333,1,None
6399,11334,1,None
6400,11335,1,None
6401,11615,1,None
6402,11616,1,None
6403,11617,1,None
6404,11618,1,None
6405,11619,1,None
6406,11620,1,None
6407,11621,1,None
6408,11622,1,None
6409,11623,1,None
6410,11624,1,None
6411,11625,1,None
6412,11626,1,None
6413,11627,1,None
6414,11628,1,None
6415,11629,1,None
6416,11630,1,None
6417,11631,1,None
6418,11632,1,None
6419,11633,1,None
6420,11634,1,None
6421,11635,1,None
6422,11636,1,None
6423,11707,1,None
6424,11637,1,Drugs/narcotics
6425,11638,1,None
6426,11708,1,None
6427,11564,1,None
6428,11639,1,None
6429,11835,1,None
6430,11751,1,None
6431,11709,1,None
6432,11664,1,None
6433,11565,1,None
6434,11879,1,None
6435,11640,1,None
6436,11836,1,None
6437,11788,1,None
6438,11752,1,None
6439,11710,1,None
6440,11665,1,Drug Paraphernalia
6441,11566,1,Alcohol
6442,11880,1,None
6443,11641,1,None
6444,11837,1,None
6445,11789,1,None
6446,11753,1,None
6447,11710,2,None
6448,11666,1,None
6449,11567,1,None
6450,11881,1,None
6451,11642,1,None
6452,11838,1,None
6453,11790,1,None
6454,11754,1,None
6455,11710,3,None
6456,11666,2,None
6457,11568,1,Alcohol
6458,11882,1,None
6459,11643,1,None
6460,11839,1,None
6461,11791,1,None
6462,11755,1,None
6463,11711,1,None
6464,11667,1,None
6465,11569,1,None
6466,11883,1,None
6467,11644,1,None
6468,11840,1,None
6469,11841,1,None
6470,11842,1,None
6471,11843,1,None
6472,11844,1,None
6473,11845,1,None
6474,11846,1,None
6475,11847,1,None
6476,11848,1,None
6477,11849,1,None
6478,11850,1,None
6479,11851,1,None
6480,11852,1,Firearm(s)
6481,11854,1,None
6482,11855,1,Suspected Stolen property
6483,11855,2,Suspected Stolen property
6484,11856,1,None
6485,11857,1,None
6486,11858,1,None
6487,11858,2,None
6488,11859,1,None
6489,11860,1,None
6490,11861,1,None
6491,11862,1,None
6492,11863,1,None
6493,11863,2,None
6494,11864,1,Other Contraband or evidence
6495,11864,2,Money
6496,11865,1,None
6497,11866,1,None
6498,11867,1,None
6499,11868,1,None
6500,11869,1,None
6501,11869,2,None
6502,11870,1,None
6503,11871,1,Cell phone(s) or electronic device(s)
6504,11871,1,Other Contraband or evidence
6505,11872,1,None
6506,11872,2,None
6507,11874,1,None
6508,11875,1,None
6509,11875,2,None
6510,11876,1,None
6511,11877,1,None
6512,11878,1,None
6513,11570,1,None
6514,11712,1,None
6515,11792,1,None
6516,11884,1,None
6517,11756,1,None
6518,11645,1,None
6519,11571,1,None
6520,11668,1,None
6521,11713,1,None
6522,11885,1,None
6523,11793,1,None
6524,11756,2,None
6525,11646,1,None
6526,11572,1,None
6527,11669,1,None
6528,11714,1,None
6529,11886,1,None
6530,11794,1,None
6531,11757,1,None
6532,11647,1,None
6533,11573,1,None
6534,11669,2,None
6535,11715,1,None
6536,11887,1,None
6537,11795,1,None
6538,11758,1,None
6539,11648,1,None
6540,11574,1,None
6541,11669,3,None
6542,11716,1,None
6543,11888,1,None
6544,11796,1,None
6545,11759,1,Drug Paraphernalia
6546,11649,1,None
6547,11575,1,None
6548,11669,4,None
6549,11717,1,None
6550,11889,1,None
6551,11797,1,None
6552,11759,1,Drugs/narcotics
6553,11650,1,None
6554,11576,1,None
6555,11669,5,None
6556,11718,1,None
6557,11890,1,None
6558,11798,1,None
6559,11759,2,None
6560,11651,1,Other Contraband or evidence
6561,11577,1,None
6562,11670,1,None
6563,11719,1,None
6564,11891,1,None
6565,11799,1,None
6566,11759,3,None
6567,11652,1,None
6568,11578,1,None
6569,11671,1,None
6570,11720,1,None
6571,11892,1,None
6572,11800,1,None
6573,11760,1,None
6574,11653,1,None
6575,11579,1,None
6576,11672,1,None
6577,11721,1,None
6578,11893,1,None
6579,11801,1,None
6580,11761,1,None
6581,11654,1,None
6582,11580,1,None
6583,11673,1,None
6584,11722,1,None
6585,11894,1,None
6586,11802,1,Weapon(s) other than a firearm
6587,11762,1,None
6588,11655,1,None
6589,11581,1,None
6590,11674,1,None
6591,11723,1,None
6592,11895,1,None
6593,11803,1,None
6594,11763,1,None
6595,11656,1,None
6596,11583,1,None
6597,11675,1,None
6598,11724,1,None
6599,11896,1,None
6600,11804,1,None
6601,11764,1,None
6602,11657,1,None
6603,11584,1,None
6604,11676,1,None
6605,11725,1,None
6606,11897,1,None
6607,11805,1,None
6608,11765,1,None
6609,11658,1,None
6610,11585,1,None
6611,11677,1,None
6612,11726,1,None
6613,11898,1,None
6614,11806,1,None
6615,11766,1,None
6616,11659,1,None
6617,11586,1,None
6618,11678,1,None
6619,11727,1,Drugs/narcotics
6620,11899,1,None
6621,11806,2,None
6622,11767,1,None
6623,11660,1,None
6624,11587,1,None
6625,11679,1,None
6626,11728,1,None
6627,11900,1,None
6628,11807,1,None
6629,11767,2,None
6630,11660,2,None
6631,11661,1,Alcohol
6632,11662,1,None
6633,11663,1,None
6634,11767,3,None
6635,11588,1,None
6636,11901,1,None
6637,11767,4,None
6638,11729,1,None
6639,11589,1,None
6640,11902,1,None
6641,11768,1,None
6642,11730,1,None
6643,11590,1,None
6644,11903,1,None
6645,11768,2,None
6646,11731,1,None
6647,11591,1,None
6648,11808,1,None
6649,11904,1,None
6650,11768,3,None
6651,11732,1,None
6652,11592,1,None
6653,11809,1,None
6654,11905,1,None
6655,11769,1,None
6656,11733,1,None
6657,11593,1,None
6658,11680,1,None
6659,11810,1,None
6660,11906,1,None
6661,11770,1,None
6662,11734,1,Other Contraband or evidence
6663,11594,1,None
6664,11681,1,Drugs/narcotics
6665,11811,1,None
6666,11907,1,None
6667,11771,1,Drug Paraphernalia
6668,11734,2,Other Contraband or evidence
6669,11595,1,None
6670,11682,1,None
6671,11812,1,None
6672,11908,1,None
6673,11772,1,None
6674,11735,1,None
6675,11596,1,None
6676,11683,1,None
6677,11813,1,None
6678,11909,1,None
6679,11773,1,None
6680,11735,2,None
6681,11597,1,None
6682,11685,1,None
6683,11814,1,None
6684,11910,1,None
6685,11774,1,Drugs/narcotics
6686,11735,3,None
6687,11598,1,None
6688,11686,1,None
6689,11815,1,None
6690,11911,1,None
6691,11775,1,None
6692,11736,1,None
6693,11599,1,None
6694,11687,1,Drugs/narcotics
6695,11816,1,None
6696,11912,1,Weapon(s) other than a firearm
6697,11775,2,None
6698,11737,1,None
6699,11600,1,None
6700,11688,1,None
6701,11817,1,None
6702,11913,1,None
6703,11776,1,None
6704,11738,1,None
6705,11601,1,None
6706,11689,1,None
6707,11818,1,None
6708,11914,1,None
6709,11777,1,None
6710,11739,1,Drugs/narcotics
6711,11602,1,None
6712,11690,1,None
6713,11819,1,None
6714,11915,1,None
6715,11777,2,None
6716,11740,1,None
6717,11603,1,None
6718,11691,1,None
6719,11820,1,None
6720,11916,1,None
6721,11778,1,None
6722,11741,1,None
6723,11604,1,None
6724,11692,1,None
6725,11821,1,None
6726,11918,1,None
6727,11779,1,None
6728,11742,1,None
6729,11605,1,None
6730,11693,1,None
6731,11821,2,None
6732,11919,1,None
6733,11780,1,None
6734,11743,1,None
6735,11606,1,None
6736,11694,1,None
6737,11822,1,None
6738,11919,2,None
6739,11781,1,None
6740,11744,1,None
6741,11607,1,None
6742,11695,1,None
6743,11822,2,None
6744,11920,1,None
6745,11781,2,None
6746,11745,1,None
6747,11608,1,None
6748,11696,1,None
6749,11823,1,None
6750,11921,1,None
6751,11782,1,None
6752,11746,1,None
6753,11609,1,Alcohol
6754,11697,1,None
6755,11824,1,None
6756,11922,1,None
6757,11783,1,None
6758,11747,1,None
6759,11610,1,None
6760,11698,1,Drug Paraphernalia
6761,11825,1,None
6762,11922,2,None
6763,11784,1,None
6764,11748,1,None
6765,11611,1,None
6766,11698,1,Drugs/narcotics
6767,11826,1,None
6768,11923,1,None
6769,11785,1,None
6770,11749,1,None
6771,11612,1,None
6772,11699,1,None
6773,11827,1,None
6774,11924,1,None
6775,11786,1,None
6776,11749,2,None
6777,11613,1,None
6778,11699,2,None
6779,11828,1,None
6780,11925,1,None
6781,11786,2,None
6782,11750,1,None
6783,11614,1,None
6784,11699,3,None
6785,11829,1,None
6786,11926,1,None
6787,11787,1,None
6788,11700,1,None
6789,11830,1,None
6790,11927,1,None
6791,11701,1,None
6792,11702,1,None
6793,11703,1,None
6794,11704,1,None
6795,11705,1,None
6796,11706,1,None
6797,11831,1,None
6798,11832,1,None
6799,11833,1,None
6800,11834,1,None
6801,11964,1,None
6802,12074,1,None
6803,11965,1,None
6804,12075,1,None
6805,12162,1,None
6806,11966,1,Alcohol
6807,12076,1,None
6808,12163,1,None
6809,12209,1,None
6810,11928,1,None
6811,11967,1,None
6812,12050,1,None
6813,12077,1,None
6814,12164,1,None
6815,11929,1,None
6816,12210,1,Suspected Stolen property
6817,11968,1,None
6818,12051,1,Cell phone(s) or electronic device(s)
6819,12078,1,None
6820,12164,2,None
6821,11929,2,None
6822,12211,1,None
6823,11969,1,None
6824,12051,1,Drug Paraphernalia
6825,12078,2,None
6826,12165,1,None
6827,11930,1,None
6828,12212,1,None
6829,11970,1,None
6830,12051,1,Drugs/narcotics
6831,12079,1,None
6832,12166,1,None
6833,11931,1,None
6834,12213,1,None
6835,11971,1,None
6836,12052,1,None
6837,12080,1,None
6838,12167,1,Drugs/narcotics
6839,11932,1,None
6840,12214,1,None
6841,11972,1,None
6842,12121,1,None
6843,12053,1,None
6844,12006,1,None
6845,12081,1,None
6846,12168,1,None
6847,11933,1,None
6848,12215,1,None
6849,11973,1,None
6850,12122,1,None
6851,12054,1,None
6852,12007,1,None
6853,12082,1,None
6854,12169,1,None
6855,11933,2,None
6856,12217,1,None
6857,11974,1,None
6858,12122,2,None
6859,12055,1,None
6860,12008,1,None
6861,12084,1,None
6862,12170,1,None
6863,11933,3,None
6864,12218,1,None
6865,11975,1,None
6866,12123,1,None
6867,12056,1,None
6868,12009,1,None
6869,12085,1,None
6870,12171,1,None
6871,11934,1,None
6872,12219,1,None
6873,11976,1,Alcohol
6874,12124,1,Drugs/narcotics
6875,12056,2,None
6876,12010,1,None
6877,12086,1,None
6878,12172,1,None
6879,11935,1,None
6880,12220,1,None
6881,11977,1,Firearm(s)
6882,12125,1,None
6883,12056,3,None
6884,12011,1,None
6885,12087,1,None
6886,12173,1,None
6887,11935,2,None
6888,12221,1,None
6889,11977,1,Other Contraband or evidence
6890,12126,1,None
6891,12056,4,None
6892,12012,1,None
6893,12088,1,None
6894,12174,1,None
6895,11936,1,None
6896,12222,1,None
6897,11978,1,None
6898,12127,1,None
6899,12057,1,None
6900,12013,1,None
6901,12089,1,None
6902,12175,1,None
6903,11937,1,None
6904,12223,1,None
6905,11979,1,Firearm(s)
6906,12128,1,None
6907,12057,2,None
6908,12014,1,None
6909,12089,2,None
6910,12176,1,None
6911,11938,1,None
6912,12223,2,None
6913,11979,1,Other Contraband or evidence
6914,12128,2,None
6915,12057,3,None
6916,12014,2,None
6917,12090,1,None
6918,12177,1,None
6919,11939,1,None
6920,12223,3,None
6921,11981,1,Firearm(s)
6922,12129,1,None
6923,12057,4,None
6924,12015,1,None
6925,12091,1,None
6926,12177,2,None
6927,11940,1,None
6928,12224,1,None
6929,11981,1,Other Contraband or evidence
6930,12130,1,None
6931,12057,5,None
6932,12016,1,None
6933,12092,1,None
6934,12178,1,None
6935,11940,2,None
6936,12225,1,None
6937,11982,1,None
6938,12131,1,None
6939,12057,6,None
6940,12017,1,None
6941,12093,1,None
6942,12179,1,Weapon(s) other than a firearm
6943,11940,3,None
6944,12226,1,None
6945,11983,1,None
6946,12132,1,None
6947,12057,7,None
6948,12018,1,None
6949,12094,1,None
6950,12180,1,None
6951,11941,1,None
6952,12227,1,None
6953,11984,1,None
6954,12133,1,None
6955,12057,8,None
6956,12019,1,None
6957,12095,1,None
6958,12181,1,None
6959,12182,1,None
6960,12183,1,None
6961,12184,1,None
6962,12185,1,None
6963,12186,1,None
6964,12187,1,None
6965,12188,1,None
6966,12189,1,None
6967,12190,1,None
6968,12191,1,None
6969,12192,1,None
6970,12193,1,None
6971,12194,1,None
6972,12195,1,None
6973,12196,1,None
6974,12197,1,None
6975,12198,1,None
6976,12198,2,None
6977,12199,1,None
6978,12200,1,None
6979,12201,1,None
6980,12202,1,None
6981,12203,1,None
6982,12204,1,None
6983,12205,1,None
6984,12206,1,None
6985,12207,1,None
6986,12208,1,None
6987,11942,1,None
6988,12228,1,None
6989,12134,1,None
6990,12096,1,None
6991,11985,1,Weapon(s) other than a firearm
6992,12020,1,None
6993,12057,9,None
6994,11943,1,None
6995,12229,1,None
6996,12135,1,None
6997,12097,1,None
6998,11986,1,None
6999,12020,2,None
7000,12057,10,None
7001,11944,1,None
7002,12230,1,None
7003,12097,2,None
7004,12136,1,None
7005,11987,1,None
7006,12020,3,None
7007,12057,11,None
7008,11945,1,None
7009,12098,1,None
7010,12231,1,None
7011,12137,1,None
7012,11988,1,None
7013,12020,4,None
7014,12057,12,None
7015,11946,1,None
7016,12099,1,None
7017,12232,1,None
7018,12138,1,None
7019,11989,1,None
7020,12021,1,None
7021,12057,13,None
7022,11947,1,None
7023,12100,1,None
7024,12233,1,None
7025,12139,1,None
7026,11990,1,Other Contraband or evidence
7027,12022,1,Weapon(s) other than a firearm
7028,12058,1,None
7029,11948,1,None
7030,12101,1,None
7031,12234,1,None
7032,12140,1,None
7033,11991,1,None
7034,12023,1,None
7035,12059,1,None
7036,11949,1,None
7037,12102,1,None
7038,12235,1,None
7039,12141,1,None
7040,11992,1,Other Contraband or evidence
7041,12024,1,None
7042,12059,2,None
7043,11950,1,None
7044,12103,1,None
7045,12236,1,None
7046,12142,1,None
7047,11992,2,None
7048,12025,1,None
7049,12059,3,None
7050,11951,1,None
7051,12104,1,None
7052,12237,1,None
7053,12143,1,None
7054,11993,1,Alcohol
7055,12026,1,Drug Paraphernalia
7056,12060,1,None
7057,11952,1,None
7058,12105,1,None
7059,12238,1,Alcohol
7060,12144,1,None
7061,11993,2,Alcohol
7062,12027,1,None
7063,12060,2,None
7064,11953,1,None
7065,12106,1,None
7066,12239,1,None
7067,12145,1,None
7068,11994,1,None
7069,12028,1,None
7070,12060,3,None
7071,11954,1,None
7072,12107,1,None
7073,12239,2,None
7074,12146,1,None
7075,11995,1,None
7076,12029,1,None
7077,12061,1,None
7078,11955,1,None
7079,12108,1,None
7080,12240,1,None
7081,12147,1,None
7082,11996,1,Other Contraband or evidence
7083,12030,1,None
7084,12062,1,None
7085,11955,2,None
7086,12111,1,None
7087,12241,1,None
7088,12147,2,Cell phone(s) or electronic device(s)
7089,11997,1,Other Contraband or evidence
7090,12031,1,None
7091,12063,1,None
7092,11955,3,None
7093,12112,1,None
7094,12241,2,Drugs/narcotics
7095,12147,2,Drugs/narcotics
7096,11998,1,Drugs/narcotics
7097,12032,1,None
7098,12063,2,None
7099,11955,4,None
7100,12113,1,None
7101,12242,1,None
7102,12147,2,Money
7103,11998,2,Drugs/narcotics
7104,12033,1,None
7105,12063,3,None
7106,11955,5,None
7107,12114,1,None
7108,12243,1,Weapon(s) other than a firearm
7109,12147,3,Cell phone(s) or electronic device(s)
7110,11999,1,None
7111,12034,1,None
7112,12063,4,None
7113,11956,1,Firearm(s)
7114,12114,2,None
7115,12244,1,None
7116,11999,2,None
7117,12147,3,Drugs/narcotics
7118,11999,3,None
7119,12063,5,None
7120,11957,1,None
7121,12115,1,None
7122,12000,1,None
7123,12147,3,Money
7124,12064,1,None
7125,12035,1,None
7126,12245,1,None
7127,12115,2,None
7128,12148,1,None
7129,12001,1,Other Contraband or evidence
7130,12036,1,None
7131,12065,1,None
7132,11958,1,None
7133,12246,1,None
7134,12115,3,None
7135,12149,1,None
7136,12001,2,None
7137,12037,1,None
7138,12066,1,None
7139,11959,1,None
7140,12246,2,None
7141,12116,1,None
7142,12150,1,None
7143,12002,1,None
7144,12038,1,None
7145,12067,1,None
7146,11960,1,None
7147,12246,3,None
7148,12117,1,None
7149,12151,1,None
7150,12003,1,None
7151,12038,2,None
7152,12068,1,None
7153,11961,1,None
7154,12246,4,None
7155,12118,1,None
7156,12152,1,None
7157,12004,1,None
7158,12039,1,None
7159,12069,1,None
7160,11962,1,Other Contraband or evidence
7161,12247,1,None
7162,12119,1,None
7163,12152,2,None
7164,12005,1,Firearm(s)
7165,12040,1,None
7166,12070,1,None
7167,11962,2,None
7168,12249,1,None
7169,12120,1,None
7170,12153,1,None
7171,12041,1,None
7172,12071,1,Firearm(s)
7173,11962,3,None
7174,12250,1,None
7175,12154,1,None
7176,12042,1,None
7177,12072,1,None
7178,11962,4,None
7179,12251,1,None
7180,12155,1,None
7181,12043,1,None
7182,12072,2,None
7183,11962,5,None
7184,12252,1,None
7185,12156,1,None
7186,12043,2,None
7187,12073,1,None
7188,11963,1,None
7189,12253,1,None
7190,12157,1,None
7191,12044,1,None
7192,12158,1,None
7193,12045,1,None
7194,12159,1,None
7195,12045,2,None
7196,12160,1,None
7197,12047,1,Weapon(s) other than a firearm
7198,12161,1,Weapon(s) other than a firearm
7199,12048,1,None
7200,12049,1,None
7201,12346,1,None
7202,12570,1,None
7203,12347,1,None
7204,12304,1,None
7205,12571,1,None
7206,12348,1,None
7207,12436,1,None
7208,12305,1,None
7209,12482,1,None
7210,12572,1,Drug Paraphernalia
7211,12349,1,None
7212,12437,1,None
7213,12306,1,None
7214,12573,1,None
7215,12483,1,None
7216,12349,2,None
7217,12307,1,None
7218,12574,1,None
7219,12438,1,None
7220,12484,1,None
7221,12350,1,None
7222,12307,2,None
7223,12575,1,Drug Paraphernalia
7224,12439,1,None
7225,12485,1,None
7226,12351,1,None
7227,12308,1,None
7228,12576,1,None
7229,12440,1,None
7230,12486,1,None
7231,12352,1,None
7232,12309,1,None
7233,12577,1,None
7234,12441,1,None
7235,12486,2,None
7236,12353,1,None
7237,12310,1,None
7238,12578,1,None
7239,12442,1,None
7240,12487,1,None
7241,12353,2,None
7242,12310,2,None
7243,12579,1,None
7244,12443,1,None
7245,12488,1,None
7246,12355,1,None
7247,12311,1,None
7248,12580,1,None
7249,12444,1,None
7250,12490,1,None
7251,12355,2,None
7252,12312,1,None
7253,12581,1,None
7254,12445,1,None
7255,12491,1,None
7256,12356,1,None
7257,12313,1,None
7258,12582,1,None
7259,12446,1,None
7260,12254,1,None
7261,12492,1,None
7262,12396,1,None
7263,12357,1,None
7264,12314,1,None
7265,12582,2,None
7266,12447,1,None
7267,12255,1,None
7268,12493,1,None
7269,12397,1,None
7270,12358,1,None
7271,12315,1,Drug Paraphernalia
7272,12583,1,Weapon(s) other than a firearm
7273,12448,1,None
7274,12256,1,None
7275,12494,1,None
7276,12398,1,None
7277,12360,1,None
7278,12316,1,None
7279,12317,1,None
7280,12318,1,None
7281,12319,1,None
7282,12320,1,None
7283,12320,2,None
7284,12321,1,None
7285,12322,1,None
7286,12323,1,None
7287,12324,1,None
7288,12325,1,None
7289,12326,1,None
7290,12327,1,None
7291,12328,1,None
7292,12329,1,None
7293,12330,1,None
7294,12330,2,None
