StopID,PID,ObjectId,perceivedRace_Asian,perceivedRace_Black,perceivedRace_Hispanic,perceivedRace_Middle Eastern or South Asian,perceivedRace_Native American,perceivedRace_Pacific Islander,perceivedRace_White
5782,1,1,0,0,0,0,0,0,1
5785,1,2,0,0,0,0,0,0,1
5786,1,3,0,0,0,0,0,0,1
5787,1,49,1,1,1,1,1,1,1
5788,1,11,0,0,0,0,0,0,1
5789,1,12,0,0,1,0,0,0,0
5790,1,13,0,0,1,0,0,0,0
5791,1,14,0,0,1,0,0,0,0
5792,1,15,0,0,0,0,0,0,1
5793,1,16,0,1,0,0,0,0,0
5794,1,17,0,0,1,0,0,0,0
5795,1,18,0,0,0,1,0,0,0
5796,1,19,0,0,1,0,0,0,0
5797,1,20,0,0,1,0,0,0,0
5798,1,21,0,0,0,0,0,0,1
5799,1,22,0,0,0,0,0,0,1
5800,1,23,0,0,0,0,0,0,1
5801,1,24,1,0,0,0,0,0,0
5802,1,25,0,0,0,0,0,0,1
5804,1,26,0,0,1,0,0,0,0
5805,1,27,0,0,1,0,0,0,0
5806,1,28,0,0,1,0,0,0,0
5807,1,29,0,0,1,0,0,0,0
5808,1,30,0,0,1,0,0,0,0
5809,1,31,0,0,1,0,0,0,0
5810,1,32,0,1,0,0,0,0,0
5811,1,67,0,1,1,0,0,0,0
5812,1,35,0,0,1,0,0,0,0
5813,1,36,0,0,1,0,0,0,0
5814,1,37,0,0,1,0,0,0,0
5815,1,38,0,0,0,0,0,0,1
5816,1,39,0,0,0,0,0,0,1
5817,1,40,0,0,1,0,0,0,0
5818,1,41,0,1,0,0,0,0,0
5819,1,42,0,0,0,0,0,0,1
5820,1,43,0,0,1,0,0,0,0
5821,1,44,0,0,0,0,0,1,0
5822,1,45,0,0,1,0,0,0,0
5822,2,46,0,0,1,0,0,0,0
5823,1,47,0,0,0,0,0,0,1
5823,2,48,0,1,0,0,0,0,0
5823,3,49,0,1,0,0,0,0,0
5824,1,50,0,0,1,0,0,0,0
5826,1,939,1,1,1,1,1,1,0
5827,1,163,0,1,0,0,0,0,0
5828,1,165,0,1,0,0,0,0,0
5829,1,167,0,0,1,0,0,0,0
5830,1,169,0,1,0,0,0,0,0
5831,1,171,0,0,0,0,0,0,1
5832,1,173,0,0,0,0,0,0,1
5833,1,175,0,0,0,0,0,0,1
5834,1,177,0,1,0,0,0,0,0
5834,2,179,0,0,1,0,0,0,0
5834,3,181,0,0,0,0,0,0,1
5835,1,183,0,0,1,0,0,0,0
5836,1,185,0,0,0,0,0,0,1
5836,2,187,0,0,1,0,0,0,0
5836,3,189,0,0,0,0,0,0,1
5837,1,191,0,1,0,0,0,0,0
5838,1,193,0,1,0,0,0,0,0
5839,1,195,0,0,1,0,0,0,0
5840,1,197,0,0,0,0,0,0,1
5841,1,199,1,0,0,0,0,0,0
5841,2,201,1,0,0,0,0,0,0
5842,1,203,0,0,1,0,0,0,0
5843,1,205,0,0,1,0,0,0,0
5844,1,207,0,0,0,1,0,0,0
5845,1,209,0,1,0,0,0,0,0
5845,2,211,0,1,0,0,0,0,0
5846,1,213,0,0,0,0,0,0,1
5847,1,215,0,1,0,0,0,0,0
5848,1,217,0,0,1,0,0,0,0
5849,1,1569,1,1,1,1,1,1,1
5850,1,232,0,0,1,0,0,0,0
5851,1,234,0,0,0,0,0,0,1
5852,1,235,0,0,1,0,0,0,0
5853,1,237,0,1,0,0,0,0,0
5854,1,239,0,0,1,0,0,0,0
5855,1,241,0,0,0,0,0,0,1
5856,1,243,0,0,1,0,0,0,0
5857,1,245,0,1,0,0,0,0,0
5858,1,247,0,0,1,0,0,0,0
5859,1,251,0,0,1,0,0,0,0
5860,1,252,0,0,1,0,0,0,0
5861,1,253,0,0,0,0,0,0,1
5862,1,254,0,1,0,0,0,0,0
5863,1,255,0,1,0,0,0,0,0
5864,1,256,0,0,1,0,0,0,0
5865,1,257,0,1,0,0,0,0,0
5866,1,258,0,0,1,0,0,0,0
5867,1,259,0,1,0,0,0,0,0
5868,1,260,0,0,1,0,0,0,0
5869,1,261,0,0,0,0,0,0,1
5870,1,262,0,1,0,0,0,0,0
5871,1,263,0,0,0,0,0,0,1
5871,2,264,0,0,0,0,0,0,1
5871,3,265,0,0,0,0,0,0,1
5872,1,266,0,1,0,0,0,0,0
5873,1,267,0,0,0,0,0,0,1
5874,1,268,0,1,0,0,0,0,0
5875,1,269,0,1,0,0,0,0,0
5876,1,270,0,0,1,0,0,0,0
5877,1,271,0,1,0,0,0,0,0
5878,1,272,0,0,1,0,0,0,0
5879,1,273,0,0,1,0,0,0,0
5880,1,274,0,1,0,0,0,0,0
5881,1,275,0,0,1,0,0,0,0
5882,1,276,0,1,0,0,0,0,0
5883,1,277,0,0,1,0,0,0,0
5884,1,278,0,1,0,0,0,0,0
5885,1,279,0,1,0,0,0,0,0
5886,1,280,0,1,0,0,0,0,0
5887,1,281,0,0,0,0,0,1,0
5888,1,282,0,0,1,0,0,0,0
5889,1,283,0,1,0,0,0,0,0
5890,1,284,0,0,1,0,0,0,0
5891,1,285,0,1,0,0,0,0,0
5891,2,286,0,1,0,0,0,0,0
5891,3,287,0,1,0,0,0,0,0
5892,1,288,0,1,0,0,0,0,0
5893,1,289,0,0,0,0,0,0,1
5894,1,290,0,1,0,0,0,0,0
5895,1,291,0,1,0,0,0,0,0
5896,1,292,0,0,1,0,0,0,0
5897,1,293,0,0,1,0,0,0,0
5898,1,294,0,1,0,0,0,0,0
5899,1,295,0,0,1,0,0,0,0
5899,2,296,0,0,1,0,0,0,0
5901,1,297,1,0,0,0,0,0,0
5902,1,298,0,1,0,0,0,0,0
5903,1,299,0,0,0,0,0,0,1
5904,1,300,1,0,0,0,0,0,0
5905,1,51,0,0,1,0,0,0,0
5906,1,52,0,0,0,0,0,0,1
5907,1,53,0,1,0,0,0,0,0
5908,1,54,0,1,0,0,0,0,0
5909,1,55,0,0,0,0,0,0,1
5910,1,56,0,1,0,0,0,0,0
5911,1,57,0,0,1,0,0,0,0
5911,2,58,0,0,0,0,0,0,1
5912,1,59,0,0,0,0,0,0,1
5913,1,60,0,1,0,0,0,0,0
5914,1,61,0,1,0,0,0,0,0
5915,1,62,0,1,0,0,0,0,0
5916,1,63,0,1,0,0,0,0,0
5917,1,64,0,0,0,0,0,0,1
5918,1,65,0,0,1,0,0,0,0
5919,1,133,0,0,1,0,0,0,1
5920,1,68,0,0,1,0,0,0,0
5921,1,69,0,0,0,0,0,0,1
5922,1,70,0,0,0,0,0,0,1
5923,1,71,0,0,0,0,0,0,1
5923,2,72,0,0,1,0,0,0,0
5924,1,73,0,0,0,0,0,0,1
5925,1,74,0,0,1,0,0,0,0
5926,1,75,0,1,0,0,0,0,0
5927,1,76,0,0,0,0,0,0,1
5928,1,77,0,1,0,0,0,0,0
5929,1,78,0,1,0,0,0,0,0
5930,1,322,0,0,1,1,1,1,0
5931,1,83,0,1,0,0,0,0,0
5932,1,342,0,0,1,1,1,1,0
5933,1,88,1,0,0,0,0,0,0
5934,1,270,0,0,1,1,1,0,0
5935,1,279,0,0,1,1,1,0,0
5936,1,288,0,0,1,1,1,0,0
5937,1,197,0,0,1,1,0,0,0
5938,1,100,0,1,0,0,0,0,0
5939,1,101,0,0,0,0,0,0,1
5940,1,102,0,0,1,0,0,0,0
5941,1,103,0,1,0,0,0,0,0
5942,1,104,0,0,0,0,0,0,1
5943,1,105,0,1,0,0,0,0,0
5944,1,106,0,0,1,0,0,0,0
5945,1,107,1,0,0,0,0,0,0
5946,1,108,0,0,1,0,0,0,0
5947,1,109,1,0,0,0,0,0,0
5948,1,110,1,0,0,0,0,0,0
5949,1,111,0,0,1,0,0,0,0
5950,1,112,0,0,1,0,0,0,0
5951,1,113,0,0,0,0,0,0,1
5952,1,114,0,0,0,0,0,0,1
5953,1,115,0,0,1,0,0,0,0
5954,1,116,0,0,0,0,0,0,1
5955,1,117,0,0,0,0,0,0,1
5956,1,118,0,0,1,0,0,0,0
5957,1,119,0,1,0,0,0,0,0
5958,1,120,0,0,0,0,0,0,1
5959,1,121,0,0,0,0,0,0,1
5960,1,122,0,0,1,0,0,0,0
5961,1,123,0,0,1,0,0,0,0
5962,1,124,0,0,0,0,0,0,1
5963,1,125,0,1,0,0,0,0,0
5964,1,126,0,0,0,0,0,0,1
5965,1,127,0,0,1,0,0,0,0
5966,1,128,0,0,0,0,0,0,1
5967,1,129,0,0,0,0,0,0,1
5968,1,130,0,0,1,0,0,0,0
5969,1,131,0,1,0,0,0,0,0
5970,1,132,0,1,0,0,0,0,0
5971,1,133,0,0,0,0,0,0,1
5972,1,134,0,1,0,0,0,0,0
5973,1,135,0,0,0,1,0,0,0
5974,1,136,0,1,0,0,0,0,0
5975,1,137,0,0,1,0,0,0,0
5976,1,138,0,0,0,0,0,0,1
5977,1,139,0,0,1,0,0,0,0
5978,1,140,0,0,1,0,0,0,0
5979,1,141,0,1,0,0,0,0,0
5980,1,142,0,1,0,0,0,0,0
5981,1,143,0,1,0,0,0,0,0
5982,1,144,0,1,0,0,0,0,0
5983,1,145,0,1,0,0,0,0,0
5984,1,146,0,1,0,0,0,0,0
5985,1,147,0,0,0,0,0,0,1
5986,1,148,0,1,0,0,0,0,0
5987,1,149,0,0,1,0,0,0,0
5988,1,150,0,0,0,1,0,0,0
5989,1,151,0,1,0,0,0,0,0
5990,1,153,0,0,0,0,0,0,1
5991,1,155,0,0,1,0,0,0,0
5992,1,158,0,0,0,0,0,0,1
5993,1,160,0,1,0,0,0,0,0
5994,1,162,0,0,1,0,0,0,0
5994,2,164,0,0,1,0,0,0,0
5995,1,166,0,1,0,0,0,0,0
5996,1,168,0,1,0,0,0,0,0
5997,1,170,0,0,0,0,0,0,1
5998,1,172,0,1,0,0,0,0,0
5999,1,350,0,0,1,0,0,0,1
6000,1,178,0,0,1,0,0,0,0
6001,1,180,0,1,0,0,0,0,0
6002,1,740,0,0,1,1,1,1,0
6003,1,190,0,1,0,0,0,0,0
6004,1,192,0,1,0,0,0,0,0
6005,1,1400,1,1,1,1,1,1,1
6006,1,208,0,0,1,0,0,0,0
6007,1,210,0,1,0,0,0,0,0
6008,1,212,0,0,1,0,0,0,0
6009,1,648,1,0,1,0,0,1,0
6010,1,221,0,0,1,0,0,0,0
6011,1,223,0,0,1,0,0,0,0
6012,1,452,0,0,1,0,0,0,1
6013,1,229,0,1,0,0,0,0,0
6014,1,231,0,0,1,0,0,0,0
6015,1,233,0,1,0,0,0,0,0
6016,1,236,0,0,1,0,0,0,0
6017,1,478,0,0,1,0,0,0,1
6018,1,242,0,0,1,0,0,0,0
6019,1,244,0,0,1,0,0,0,0
6020,1,246,1,0,0,0,0,0,0
6021,1,248,0,0,1,0,0,0,0
6022,1,249,0,0,0,0,0,0,1
6023,1,250,0,0,0,0,0,0,1
6024,1,351,0,0,1,0,0,0,0
6025,1,352,0,0,1,0,0,0,0
6026,1,353,0,1,0,0,0,0,0
6027,1,354,0,1,0,0,0,0,0
6028,1,355,0,0,1,0,0,0,0
6029,1,356,0,0,0,0,0,0,1
6030,1,357,0,1,0,0,0,0,0
6031,1,358,0,0,0,0,0,0,1
6031,2,359,0,0,0,0,0,0,1
6033,1,360,0,0,0,0,0,0,1
6034,1,361,0,0,1,0,0,0,0
6035,1,362,0,0,1,0,0,0,0
6036,1,363,0,0,0,0,0,0,1
6037,1,364,0,0,0,0,0,0,1
6038,1,365,0,0,0,0,0,0,1
6039,1,366,0,0,0,0,0,0,1
6040,1,367,0,0,1,0,0,0,0
6041,1,368,0,0,0,0,0,0,1
6042,1,369,0,0,1,0,0,0,0
6043,1,2611,1,1,1,1,1,1,1
6044,1,377,0,0,0,0,0,0,1
6045,1,378,0,1,0,0,0,0,0
6046,1,379,0,0,1,0,0,0,0
6046,2,380,0,0,1,0,0,0,0
6047,1,763,0,1,1,0,0,0,0
6048,1,383,1,0,0,0,0,0,0
6049,1,384,0,0,1,0,0,0,0
6050,1,385,0,0,1,0,0,0,0
6050,2,386,0,0,1,0,0,0,0
6051,1,387,0,0,0,0,0,0,1
6052,1,388,0,0,1,0,0,0,0
6053,1,389,0,0,1,0,0,0,0
6054,1,390,1,0,0,0,0,0,0
6055,1,391,1,0,0,0,0,0,0
6055,2,392,0,0,0,0,0,0,1
6056,1,393,0,1,0,0,0,0,0
6056,2,394,0,1,0,0,0,0,0
6057,1,395,0,0,0,0,0,0,1
6058,1,396,0,0,0,0,0,0,1
6059,1,397,0,1,0,0,0,0,0
6060,1,398,0,0,1,0,0,0,0
6061,1,2314,1,1,1,1,1,1,1
6061,2,2163,1,1,1,1,1,1,1
6061,3,2212,1,1,1,1,1,1,1
6062,1,2261,1,1,1,1,1,1,1
6063,1,2310,1,1,1,1,1,1,1
6063,2,2359,1,1,1,1,1,1,1
6064,1,341,0,0,0,0,0,0,1
6065,1,342,0,0,0,0,0,0,1
6066,1,343,0,1,0,0,0,0,0
6067,1,344,0,0,0,0,0,0,1
6068,1,345,0,1,0,0,0,0,0
6069,1,346,0,0,0,0,0,0,1
6070,1,347,0,0,1,0,0,0,0
6071,1,348,0,0,1,0,0,0,0
6072,1,349,0,1,0,0,0,0,0
6073,1,350,0,0,0,0,0,0,1
6074,1,551,0,1,0,0,0,0,0
6075,1,552,0,0,0,0,0,0,1
6076,1,553,0,0,1,0,0,0,0
6077,1,554,0,0,1,0,0,0,0
6078,1,555,0,1,0,0,0,0,0
6079,1,556,0,1,0,0,0,0,0
6080,1,557,0,0,0,0,0,0,1
6081,1,558,0,1,0,0,0,0,0
6082,1,559,0,0,1,0,0,0,0
6083,1,560,0,0,1,0,0,0,0
6084,1,561,0,0,0,0,0,1,0
6085,1,562,0,0,1,0,0,0,0
6086,1,2258,1,1,1,0,0,0,1
6087,1,567,0,0,1,0,0,0,0
6088,1,568,0,1,0,0,0,0,0
6089,1,569,0,1,0,0,0,0,0
6090,1,570,0,1,0,0,0,0,0
6091,1,571,0,1,0,0,0,0,0
6092,1,572,0,0,1,0,0,0,0
6093,1,573,0,0,1,0,0,0,0
6094,1,574,0,0,0,0,0,0,1
6095,1,575,0,0,0,0,0,0,1
6096,1,576,0,0,0,0,0,0,1
6097,1,577,1,0,0,0,0,0,0
6098,1,578,0,0,1,0,0,0,0
6099,1,579,0,1,0,0,0,0,0
6100,1,580,0,1,0,0,0,0,0
6101,1,581,0,0,1,0,0,0,0
6102,1,582,0,0,0,0,0,0,1
6103,1,583,0,1,0,0,0,0,0
6104,1,584,1,0,0,0,0,0,0
6105,1,585,0,0,1,0,0,0,0
6106,1,586,0,0,0,0,0,0,1
6107,1,587,0,0,0,0,0,0,1
6108,1,2358,0,0,1,1,1,1,0
6109,1,1779,0,0,1,1,0,1,0
6110,1,1191,0,0,1,1,0,0,0
6111,1,1794,0,0,1,1,1,0,0
6112,1,600,0,1,0,0,0,0,0
6113,1,452,0,1,0,0,0,0,0
6114,1,502,0,0,0,0,0,0,1
6115,1,503,0,1,0,0,0,0,0
6116,1,504,0,1,0,0,0,0,0
6117,1,505,0,0,0,0,0,0,1
6118,1,506,0,0,0,0,0,0,1
6119,1,507,0,1,0,0,0,0,0
6121,1,508,0,0,0,0,0,0,1
6123,1,509,0,0,0,0,0,0,1
6124,1,510,0,1,0,0,0,0,0
6125,1,511,0,1,0,0,0,0,0
6125,2,512,0,1,0,0,0,0,0
6126,1,513,0,0,1,0,0,0,0
6127,1,514,0,0,1,0,0,0,0
6129,1,515,0,0,0,0,0,0,1
6130,1,516,0,1,0,0,0,0,0
6131,1,517,0,1,0,0,0,0,0
6132,1,518,0,1,0,0,0,0,0
6133,1,519,0,0,0,0,0,0,1
6133,2,520,0,0,1,0,0,0,0
6133,3,521,0,0,1,0,0,0,0
6133,4,522,0,0,0,0,0,0,1
6134,1,523,0,0,1,0,0,0,0
6135,1,524,0,0,1,0,0,0,0
6136,1,525,0,1,0,0,0,0,0
6137,1,526,0,1,0,0,0,0,0
6138,1,527,0,0,1,0,0,0,0
6139,1,528,0,0,1,0,0,0,0
6140,1,529,0,0,1,0,0,0,0
6141,1,1593,1,1,1,0,0,0,0
6142,1,533,0,1,0,0,0,0,0
6143,1,534,0,1,0,0,0,0,0
6144,1,535,0,0,0,0,0,0,1
6145,1,536,0,0,1,0,0,0,0
6146,1,537,0,0,0,0,0,0,1
6147,1,538,0,1,0,0,0,0,0
6148,1,539,0,0,0,0,0,0,1
6149,1,540,0,0,0,0,0,0,1
6150,1,541,0,0,1,0,0,0,0
6151,1,542,0,0,0,1,0,0,0
6152,1,543,0,1,0,0,0,0,0
6153,1,544,0,1,0,0,0,0,0
6154,1,545,0,0,1,0,0,0,0
6155,1,546,0,0,1,0,0,0,0
6156,1,547,0,0,1,0,0,0,0
6157,1,548,0,1,0,0,0,0,0
6158,1,549,0,0,0,0,0,0,1
6159,1,550,0,0,1,0,0,0,0
6160,1,401,1,0,0,0,0,0,0
6161,1,402,0,0,0,0,0,0,1
6162,1,403,0,1,0,0,0,0,0
6163,1,404,0,0,0,0,0,0,1
6164,1,405,0,0,1,0,0,0,0
6165,1,1630,1,1,1,0,0,0,1
6166,1,821,1,0,1,0,0,0,0
6167,1,825,0,0,1,0,0,0,1
6168,1,414,0,0,0,0,0,0,1
6169,1,415,0,1,0,0,0,0,0
6170,1,416,0,0,0,0,0,1,0
6171,1,417,0,0,1,0,0,0,0
6172,1,418,1,0,0,0,0,0,0
6173,1,419,0,0,0,0,0,0,1
6174,1,420,0,0,1,0,0,0,0
6175,1,421,0,0,1,0,0,0,0
6176,1,422,0,0,0,0,0,0,1
6177,1,423,0,1,0,0,0,0,0
6178,1,424,0,0,1,0,0,0,0
6178,2,425,0,0,1,0,0,0,0
6178,3,426,0,0,1,0,0,0,0
6178,4,427,0,0,1,0,0,0,0
6178,5,428,0,0,1,0,0,0,0
6178,6,429,0,0,1,0,0,0,0
6178,7,430,0,0,1,0,0,0,0
6179,1,431,0,0,0,0,0,0,1
6180,1,432,0,1,0,0,0,0,0
6181,1,433,0,0,1,0,0,0,0
6182,1,434,0,1,0,0,0,0,0
6182,2,435,0,1,0,0,0,0,0
6183,1,436,0,0,0,0,0,0,1
6184,1,437,0,0,1,0,0,0,0
6185,1,438,0,1,0,0,0,0,0
6186,1,439,0,0,0,0,0,0,1
6187,1,440,0,0,1,0,0,0,0
6188,1,441,0,0,0,0,0,0,1
6189,1,442,0,0,1,0,0,0,0
6190,1,443,0,0,0,0,0,0,1
6191,1,444,0,0,1,0,0,0,0
6192,1,3386,1,1,1,1,1,1,1
6193,1,702,0,1,0,0,0,0,0
6194,1,703,0,0,1,0,0,0,0
6195,1,704,0,1,0,0,0,0,0
6196,1,705,0,0,1,0,0,0,0
6197,1,706,0,0,0,0,0,0,1
6197,2,707,0,1,0,0,0,0,0
6197,3,708,0,1,0,0,0,0,0
6198,1,709,1,0,0,0,0,0,0
6199,1,710,0,0,1,0,0,0,0
6200,1,711,0,1,0,0,0,0,0
6201,1,712,0,0,0,0,0,0,1
6202,1,713,0,0,1,0,0,0,0
6203,1,714,0,1,0,0,0,0,0
6203,2,715,0,1,0,0,0,0,0
6204,1,716,0,0,0,0,0,0,1
6205,1,717,0,0,1,0,0,0,0
6206,1,718,1,0,0,0,0,0,0
6207,1,719,0,1,0,0,0,0,0
6208,1,720,0,1,0,0,0,0,0
6209,1,721,0,0,1,0,0,0,0
6210,1,722,0,0,1,0,0,0,0
6211,1,723,1,0,0,0,0,0,0
6212,1,724,0,0,0,1,0,0,0
6213,1,725,0,0,1,0,0,0,0
6214,1,726,0,0,0,0,0,0,1
6216,1,727,0,0,0,0,0,0,1
6217,1,728,0,0,0,0,0,0,1
6218,1,729,0,0,1,0,0,0,0
6219,1,730,0,1,0,0,0,0,0
6220,1,731,0,1,0,0,0,0,0
6221,1,732,0,0,0,0,0,0,1
6222,1,733,0,0,1,0,0,0,0
6223,1,734,0,0,0,0,0,0,1
6224,1,735,0,0,1,0,0,0,0
6225,1,736,1,0,0,0,0,0,0
6226,1,737,1,0,0,0,0,0,0
6227,1,738,1,0,0,0,0,0,0
6228,1,739,0,1,0,0,0,0,0
6229,1,740,0,0,0,0,0,0,1
6229,2,741,0,0,1,0,0,0,0
6230,1,742,0,0,1,0,0,0,0
6231,1,743,0,0,1,0,0,0,0
6232,1,744,0,0,1,0,0,0,0
6233,1,745,0,0,1,0,0,0,0
6233,2,746,0,0,1,0,0,0,0
6234,1,747,0,0,1,0,0,0,0
6235,1,748,0,0,1,0,0,0,0
6236,1,749,0,1,0,0,0,0,0
6237,1,750,0,1,0,0,0,0,0
6238,1,751,0,1,0,0,0,0,0
6239,1,752,0,1,0,0,0,0,0
6240,1,753,0,0,0,0,0,0,1
6241,1,754,0,1,0,0,0,0,0
6242,1,755,0,0,1,0,0,0,0
6243,1,756,0,0,1,0,0,0,0
6244,1,757,1,0,0,0,0,0,0
6244,2,758,0,0,0,0,0,0,1
6245,1,759,0,1,0,0,0,0,0
6246,1,760,0,0,0,0,0,0,1
6247,1,761,0,1,0,0,0,0,0
6248,1,5355,1,1,1,1,1,1,1
6249,1,5404,1,1,1,1,1,1,1
6250,1,776,0,1,0,0,0,0,0
6251,1,777,0,0,1,0,0,0,0
6251,2,778,0,0,1,0,0,0,0
6252,1,779,0,0,0,0,0,0,1
6253,1,780,0,1,0,0,0,0,0
6254,1,781,0,1,0,0,0,0,0
6255,1,5495,1,1,1,1,1,1,1
6256,1,789,0,0,1,0,0,0,0
6257,1,790,0,1,0,0,0,0,0
6258,1,791,0,0,1,0,0,0,0
6259,1,792,1,0,0,0,0,0,0
6260,1,793,0,1,0,0,0,0,0
6261,1,794,0,1,0,0,0,0,0
6262,1,795,0,1,0,0,0,0,0
6263,1,796,0,1,0,0,0,0,0
6264,1,797,0,1,0,0,0,0,0
6265,1,2397,0,0,0,0,1,1,1
6267,1,601,0,0,1,0,0,0,0
6269,1,603,0,1,0,0,0,0,0
6270,1,604,0,0,0,0,0,0,1
6271,1,606,0,0,1,0,0,0,0
6272,1,608,0,1,0,0,0,0,0
6273,1,610,0,0,1,0,0,0,0
6274,1,612,0,0,1,0,0,0,0
6275,1,614,0,0,1,0,0,0,0
6276,1,616,0,1,0,0,0,0,0
6277,1,618,0,0,0,0,0,0,1
6278,1,620,0,0,0,0,0,0,1
6279,1,622,0,1,0,0,0,0,0
6279,2,624,0,0,0,0,0,0,1
6280,1,626,0,0,1,0,0,0,0
6281,1,628,0,1,0,0,0,0,0
6282,1,629,0,0,1,0,0,0,0
6283,1,631,0,0,0,0,0,0,1
6284,1,633,0,1,0,0,0,0,0
6285,1,635,0,0,1,0,0,0,0
6286,1,636,0,0,0,0,0,0,1
6287,1,638,0,0,1,0,0,0,0
6288,1,640,0,0,1,0,0,0,0
6289,1,642,0,0,0,0,0,0,1
6290,1,644,0,0,0,0,0,0,1
6291,1,646,1,0,0,0,0,0,0
6292,1,648,0,0,1,0,0,0,0
6293,1,650,0,0,0,0,0,0,1
6293,2,652,0,0,1,0,0,0,0
6294,1,654,0,0,0,0,0,0,1
6295,1,656,0,0,1,0,0,0,0
6295,2,658,0,0,1,0,0,0,0
6296,1,660,0,0,0,0,0,0,1
6297,1,662,1,0,0,0,0,0,0
6300,1,4690,1,1,1,1,1,1,1
6302,1,678,0,0,1,0,0,0,0
6303,1,680,0,0,1,0,0,0,0
6304,1,681,0,1,0,0,0,0,0
6305,1,683,0,1,0,0,0,0,0
6306,1,685,0,0,1,0,0,0,0
6307,1,687,0,0,0,0,0,0,1
6308,1,689,0,0,1,0,0,0,0
6309,1,692,0,0,1,0,0,0,0
6310,1,694,0,0,1,0,0,0,0
6311,1,696,0,0,0,0,0,0,1
6312,1,451,0,1,0,0,0,0,0
6313,1,453,0,0,0,0,0,0,1
6314,1,454,0,1,0,0,0,0,0
6315,1,455,0,0,0,0,0,0,1
6316,1,456,0,0,1,0,0,0,0
6317,1,457,1,0,0,0,0,0,0
6318,1,458,0,1,0,0,0,0,0
6319,1,459,0,1,0,0,0,0,0
6320,1,460,0,0,0,0,0,0,1
6321,1,461,0,1,0,0,0,0,0
6322,1,462,0,1,0,0,0,0,0
6323,1,463,0,0,1,0,0,0,0
6324,1,464,0,0,0,0,0,0,1
6325,1,465,0,0,0,0,0,0,1
6326,1,466,0,0,1,0,0,0,0
6327,1,467,0,0,1,0,0,0,0
6328,1,468,0,0,0,0,0,0,1
6329,1,469,0,0,1,0,0,0,0
6330,1,470,0,0,1,0,0,0,0
6331,1,471,0,1,0,0,0,0,0
6332,1,472,0,0,1,0,0,0,0
6333,1,473,0,0,0,0,0,0,1
6334,1,474,0,0,1,0,0,0,0
6334,2,475,0,0,1,0,0,0,0
6335,1,476,0,0,0,0,0,0,1
6336,1,477,0,0,0,0,0,0,1
6337,1,478,0,0,1,0,0,0,0
6337,3,479,0,0,1,0,0,0,0
6338,1,480,0,0,1,0,0,0,0
6339,1,481,0,1,0,0,0,0,0
6340,1,482,0,1,0,0,0,0,0
6341,1,483,0,1,0,0,0,0,0
6341,2,484,0,1,0,0,0,0,0
6342,1,485,0,0,1,0,0,0,0
6344,1,486,0,1,0,0,0,0,0
6345,1,487,0,1,0,0,0,0,0
6346,1,488,0,0,1,0,0,0,0
6347,1,489,0,1,0,0,0,0,0
6348,1,490,0,1,0,0,0,0,0
6349,1,491,0,1,0,0,0,0,0
6350,1,492,0,0,1,0,0,0,0
6351,1,493,0,0,1,0,0,0,0
6351,2,494,0,0,0,0,0,0,1
6352,1,495,0,1,0,0,0,0,0
6353,1,496,0,1,0,0,0,0,0
6354,1,497,0,0,0,0,0,0,1
6355,1,498,0,0,0,0,0,0,1
6356,1,499,0,0,1,0,0,0,0
6358,1,500,0,0,0,0,0,0,1
6359,1,501,0,0,1,0,0,0,0
6360,1,602,1,0,0,0,0,0,0
6361,1,605,0,1,0,0,0,0,0
6362,1,607,0,0,1,0,0,0,0
6362,2,609,0,0,1,0,0,0,0
6362,3,611,0,0,1,0,0,0,0
6363,1,613,0,0,1,0,0,0,0
6363,2,615,0,0,1,0,0,0,0
6364,1,617,0,1,0,0,0,0,0
6365,1,619,0,1,0,0,0,0,0
6366,1,621,0,1,0,0,0,0,0
6367,1,623,0,0,0,0,0,0,1
6368,1,625,1,0,0,0,0,0,0
6369,1,627,0,0,1,0,0,0,0
6370,1,630,0,1,0,0,0,0,0
6371,1,632,0,1,0,0,0,0,0
6372,1,634,0,0,0,0,0,0,1
6373,1,637,0,0,0,0,0,0,1
6374,1,639,0,1,0,0,0,0,0
6375,1,641,0,1,0,0,0,0,0
6376,1,643,0,1,0,0,0,0,0
6377,1,645,0,1,0,0,0,0,0
6378,1,647,0,1,0,0,0,0,0
6379,1,649,0,0,1,0,0,0,0
6380,1,651,0,0,1,0,0,0,0
6381,1,653,0,0,1,0,0,0,0
6382,1,655,0,0,0,1,0,0,0
6383,1,657,0,0,1,0,0,0,0
6384,1,659,0,1,0,0,0,0,0
6385,1,661,0,0,0,0,0,0,1
6386,1,663,0,0,1,0,0,0,0
6387,1,665,0,1,0,0,0,0,0
6388,1,667,0,1,0,0,0,0,0
6389,1,669,0,0,1,0,0,0,0
6390,1,671,0,1,0,0,0,0,0
6392,1,673,0,1,0,0,0,0,0
6392,2,675,0,1,0,0,0,0,0
6393,1,677,0,0,1,0,0,0,0
6394,1,679,0,1,0,0,0,0,0
6395,1,682,0,0,1,0,0,0,0
6397,1,684,0,0,1,0,0,0,0
6398,1,686,0,0,1,0,0,0,0
6399,1,688,1,0,0,0,0,0,0
6400,1,690,0,0,0,1,0,0,0
6401,1,691,0,1,0,0,0,0,0
6402,1,693,1,0,0,0,0,0,0
6403,1,695,0,0,0,0,0,0,1
6404,1,697,0,1,0,0,0,0,0
6405,1,698,0,0,0,0,0,0,1
6406,1,699,0,0,0,0,0,0,1
